"","cell","treat","metacell","color","cell_type"
"971","CTC3_p7.CTC3_p7233","BMP4_2ug","M892.10","#635547","Epiblast"
"972","CTC3_p7.CTC3_p7234","BMP4_2ug","M1396.07","#EF5A9D","Gut"
"973","CTC3_p7.CTC3_p7235","BMP4_2ug","M27.88","#53f1fc","Cardiopharyngeal mesoderm"
"974","CTC3_p7.CTC3_p7236","BMP4_2ug","M2003.89","#C594BF","Early nascent mesoderm"
"975","CTC3_p7.CTC3_p7237","BMP4_2ug","M948.23","#635547","Epiblast"
"976","CTC3_p7.CTC3_p7238","BMP4_2ug","M938.32","#635547","Epiblast"
"977","CTC3_p7.CTC3_p7239","BMP4_2ug","M938.32","#635547","Epiblast"
"978","CTC3_p7.CTC3_p7240","BMP4_2ug","M1924.81","#C594BF","Early nascent mesoderm"
"979","CTC3_p7.CTC3_p7241","BMP4_2ug","M989.95","#90BF75","Definitive ectoderm"
"980","CTC3_p7.CTC3_p7243","BMP4_2ug","M1093.52","#67000d","TGC progenitors"
"981","CTC3_p7.CTC3_p7244","BMP4_2ug","M876.99","#90BF75","Definitive ectoderm"
"982","CTC3_p7.CTC3_p7246","BMP4_2ug","M924.30","#90BF75","Definitive ectoderm"
"983","CTC3_p7.CTC3_p7247","BMP4_2ug","M2435.05","#0F4A9C","Node/Notochord"
"984","CTC3_p7.CTC3_p7248","BMP4_2ug","M1077.15","#d6616b","EPC progenitors"
"985","CTC3_p7.CTC3_p7251","BMP4_2ug","M25.54","#C594BF","Early nascent mesoderm"
"986","CTC3_p7.CTC3_p7252","BMP4_2ug","M989.95","#90BF75","Definitive ectoderm"
"987","CTC3_p7.CTC3_p7255","BMP4_2ug","M972.40","#635547","Epiblast"
"988","CTC3_p7.CTC3_p7256","BMP4_2ug","M2435.05","#0F4A9C","Node/Notochord"
"989","CTC3_p7.CTC3_p7257","BMP4_2ug","M903.97","#635547","Epiblast"
"990","CTC3_p7.CTC3_p7258","BMP4_2ug","M938.32","#635547","Epiblast"
"991","CTC3_p7.CTC3_p7259","BMP4_2ug","M987.37","#90BF75","Definitive ectoderm"
"992","CTC3_p7.CTC3_p7260","BMP4_2ug","M1518.42","#ffd854","Chorion progenitors"
"993","CTC3_p7.CTC3_p7261","BMP4_2ug","M2036.24","#C594BF","Early nascent mesoderm"
"994","CTC3_p7.CTC3_p7264","BMP4_2ug","M972.40","#635547","Epiblast"
"995","CTC3_p7.CTC3_p7265","BMP4_2ug","M2012.18","#C594BF","Early nascent mesoderm"
"996","CTC3_p7.CTC3_p7266","BMP4_2ug","M989.95","#90BF75","Definitive ectoderm"
"997","CTC3_p7.CTC3_p7267","BMP4_2ug","M938.32","#635547","Epiblast"
"998","CTC3_p7.CTC3_p7268","BMP4_2ug","M2435.05","#0F4A9C","Node/Notochord"
"999","CTC3_p7.CTC3_p7269","BMP4_2ug","M1093.52","#67000d","TGC progenitors"
"1000","CTC3_p7.CTC3_p7272","BMP4_2ug","M961.75","#90BF75","Definitive ectoderm"
"1001","CTC3_p7.CTC3_p7273","BMP4_2ug","M1093.52","#67000d","TGC progenitors"
"1002","CTC3_p7.CTC3_p7274","BMP4_2ug","M28.19","#C594BF","Early nascent mesoderm"
"1003","CTC3_p7.CTC3_p7275","BMP4_2ug","M989.95","#90BF75","Definitive ectoderm"
"1004","CTC3_p7.CTC3_p7276","BMP4_2ug","M2435.05","#0F4A9C","Node/Notochord"
"1005","CTC3_p7.CTC3_p7277","BMP4_2ug","M876.99","#90BF75","Definitive ectoderm"
"1006","CTC3_p7.CTC3_p7278","BMP4_2ug","M972.40","#635547","Epiblast"
"1007","CTC3_p7.CTC3_p7279","BMP4_2ug","M106.71","#53f1fc","Cardiopharyngeal mesoderm"
"1008","CTC3_p7.CTC3_p7280","BMP4_2ug","M732.76","#8870ad","ExE mesoderm"
"1009","CTC3_p7.CTC3_p7281","BMP4_2ug","M1932.10","#DFCDE4","Late nascent mesoderm"
"1010","CTC3_p7.CTC3_p7282","BMP4_2ug","M1940.33","#C594BF","Early nascent mesoderm"
"1011","CTC3_p7.CTC3_p7283","BMP4_2ug","M938.32","#635547","Epiblast"
"1012","CTC3_p7.CTC3_p7284","BMP4_2ug","M880.44","#635547","Epiblast"
"1013","CTC3_p7.CTC3_p7285","BMP4_2ug","M1077.15","#d6616b","EPC progenitors"
"1014","CTC3_p7.CTC3_p7286","BMP4_2ug","M910.62","#9e6762","Caudal epiblast"
"1015","CTC3_p7.CTC3_p7287","BMP4_2ug","M934.58","#635547","Epiblast"
"1016","CTC3_p7.CTC3_p7288","BMP4_2ug","M726.25","#8870ad","ExE mesoderm"
"1017","CTC3_p7.CTC3_p7290","BMP4_2ug","M938.32","#635547","Epiblast"
"1018","CTC3_p7.CTC3_p7291","BMP4_2ug","M1940.33","#C594BF","Early nascent mesoderm"
"1019","CTC3_p7.CTC3_p7292","BMP4_2ug","M976.37","#635547","Epiblast"
"1020","CTC3_p7.CTC3_p7293","BMP4_2ug","M1944.15","#C594BF","Early nascent mesoderm"
"1021","CTC3_p7.CTC3_p7294","BMP4_2ug","M1972.03","#C594BF","Early nascent mesoderm"
"1022","CTC3_p7.CTC3_p7295","BMP4_2ug","M903.97","#635547","Epiblast"
"1023","CTC3_p7.CTC3_p7297","BMP4_2ug","M1530.53","#ffd854","Chorion progenitors"
"1024","CTC3_p7.CTC3_p7298","BMP4_2ug","M1452.88","#EF5A9D","Gut"
"1025","CTC3_p7.CTC3_p7299","BMP4_2ug","M1972.03","#C594BF","Early nascent mesoderm"
"1026","CTC3_p7.CTC3_p7300","BMP4_2ug","M1940.33","#C594BF","Early nascent mesoderm"
"1027","CTC3_p7.CTC3_p7301","BMP4_2ug","M1385.69","#EF5A9D","Gut"
"1028","CTC3_p7.CTC3_p7302","BMP4_2ug","M726.25","#8870ad","ExE mesoderm"
"1029","CTC3_p7.CTC3_p7305","BMP4_2ug","M2018.68","#DFCDE4","Late nascent mesoderm"
"1030","CTC3_p7.CTC3_p7306","BMP4_2ug","M1940.33","#C594BF","Early nascent mesoderm"
"1031","CTC3_p7.CTC3_p7307","BMP4_2ug","M1396.07","#EF5A9D","Gut"
"1032","CTC3_p7.CTC3_p7310","BMP4_2ug","M1385.69","#EF5A9D","Gut"
"1033","CTC3_p7.CTC3_p7311","BMP4_2ug","M2393.47","#C594BF","Early nascent mesoderm"
"1034","CTC3_p7.CTC3_p7312","BMP4_2ug","M1944.15","#C594BF","Early nascent mesoderm"
"1035","CTC3_p7.CTC3_p7313","BMP4_2ug","M2045.92","#DABE99","Primitive streak"
"1036","CTC3_p7.CTC3_p7314","BMP4_2ug","M726.25","#8870ad","ExE mesoderm"
"1037","CTC3_p7.CTC3_p7317","BMP4_2ug","M910.62","#9e6762","Caudal epiblast"
"1038","CTC3_p7.CTC3_p7318","BMP4_2ug","M938.32","#635547","Epiblast"
"1039","CTC3_p7.CTC3_p7319","BMP4_2ug","M2036.24","#C594BF","Early nascent mesoderm"
"1040","CTC3_p7.CTC3_p7320","BMP4_2ug","M1920.13","#DFCDE4","Late nascent mesoderm"
"1041","CTC3_p7.CTC3_p7321","BMP4_2ug","M732.76","#8870ad","ExE mesoderm"
"1042","CTC3_p7.CTC3_p7322","BMP4_2ug","M1518.42","#ffd854","Chorion progenitors"
"1043","CTC3_p7.CTC3_p7323","BMP4_2ug","M1924.81","#C594BF","Early nascent mesoderm"
"1044","CTC3_p7.CTC3_p7325","BMP4_2ug","M961.75","#90BF75","Definitive ectoderm"
"1045","CTC3_p7.CTC3_p7326","BMP4_2ug","M1440.36","#0F4A9C","Node/Notochord"
"1046","CTC3_p7.CTC3_p7327","BMP4_2ug","M918.97","#90BF75","Definitive ectoderm"
"1047","CTC3_p7.CTC3_p7329","BMP4_2ug","M992.65","#DABE99","Primitive streak"
"1048","CTC3_p7.CTC3_p7330","BMP4_2ug","M809.18","#cc7818","Amnion/Chorion progenitor"
"1049","CTC3_p7.CTC3_p7331","BMP4_2ug","M1924.81","#C594BF","Early nascent mesoderm"
"1050","CTC3_p7.CTC3_p7332","BMP4_2ug","M1270.91","#7F6874","ExE visceral endoderm"
"1051","CTC3_p7.CTC3_p7333","BMP4_2ug","M81.68","#C594BF","Early nascent mesoderm"
"1052","CTC3_p7.CTC3_p7334","BMP4_2ug","M1972.03","#C594BF","Early nascent mesoderm"
"1053","CTC3_p7.CTC3_p7335","BMP4_2ug","M106.71","#53f1fc","Cardiopharyngeal mesoderm"
"1054","CTC3_p7.CTC3_p7336","BMP4_2ug","M876.99","#90BF75","Definitive ectoderm"
"1055","CTC3_p7.CTC3_p7339","BMP4_2ug","M938.32","#635547","Epiblast"
"1056","CTC3_p7.CTC3_p7340","BMP4_2ug","M2018.68","#DFCDE4","Late nascent mesoderm"
"1057","CTC3_p7.CTC3_p7341","BMP4_2ug","M1585.79","#ffd854","Chorion progenitors"
"1058","CTC3_p7.CTC3_p7343","BMP4_2ug","M28.19","#C594BF","Early nascent mesoderm"
"1059","CTC3_p7.CTC3_p7344","BMP4_2ug","M2046.36","#C594BF","Early nascent mesoderm"
"1060","CTC3_p7.CTC3_p7345","BMP4_2ug","M918.97","#90BF75","Definitive ectoderm"
"1061","CTC3_p7.CTC3_p7346","BMP4_2ug","M976.37","#635547","Epiblast"
"1062","CTC3_p7.CTC3_p7347","BMP4_2ug","M876.99","#90BF75","Definitive ectoderm"
"1063","CTC3_p7.CTC3_p7348","BMP4_2ug","M938.32","#635547","Epiblast"
"1064","CTC3_p7.CTC3_p7349","BMP4_2ug","M2020.42","#DFCDE4","Late nascent mesoderm"
"1065","CTC3_p7.CTC3_p7350","BMP4_2ug","M1972.03","#C594BF","Early nascent mesoderm"
"1066","CTC3_p7.CTC3_p7354","BMP4_2ug","M25.54","#C594BF","Early nascent mesoderm"
"1067","CTC3_p7.CTC3_p7355","BMP4_2ug","M25.54","#C594BF","Early nascent mesoderm"
"1068","CTC3_p7.CTC3_p7356","BMP4_2ug","M771.80","#cc7818","Amnion/Chorion progenitor"
"1069","CTC3_p7.CTC3_p7358","BMP4_2ug","M948.23","#635547","Epiblast"
"1070","CTC3_p7.CTC3_p7359","BMP4_2ug","M960.97","#DABE99","Primitive streak"
"1071","CTC3_p7.CTC3_p7360","BMP4_2ug","M1012.20","#d6616b","EPC progenitors"
"1072","CTC3_p7.CTC3_p7361","BMP4_2ug","M732.76","#8870ad","ExE mesoderm"
"1073","CTC3_p7.CTC3_p7362","BMP4_2ug","M1385.69","#EF5A9D","Gut"
"1074","CTC3_p7.CTC3_p7367","BMP4_2ug","M908.72","#635547","Epiblast"
"1075","CTC3_p7.CTC3_p7368","BMP4_2ug","M974.83","#90BF75","Definitive ectoderm"
"1076","CTC3_p7.CTC3_p7369","BMP4_2ug","M25.54","#C594BF","Early nascent mesoderm"
"1077","CTC3_p7.CTC3_p7370","BMP4_2ug","M961.75","#90BF75","Definitive ectoderm"
"1078","CTC3_p7.CTC3_p7371","BMP4_2ug","M1077.15","#d6616b","EPC progenitors"
"1079","CTC3_p7.CTC3_p7372","BMP4_2ug","M972.40","#635547","Epiblast"
"1080","CTC3_p7.CTC3_p7374","BMP4_2ug","M910.62","#9e6762","Caudal epiblast"
"1081","CTC3_p7.CTC3_p7376","BMP4_2ug","M957.27","#DABE99","Primitive streak"
"1082","CTC3_p7.CTC3_p7378","BMP4_2ug","M1093.52","#67000d","TGC progenitors"
"1083","CTC3_p7.CTC3_p7379","BMP4_2ug","M1518.42","#ffd854","Chorion progenitors"
"1084","CTC3_p7.CTC3_p7380","BMP4_2ug","M25.54","#C594BF","Early nascent mesoderm"
"1085","CTC3_p9.CTC3_p9001","NTC","M1396.07","#EF5A9D","Gut"
"1086","CTC3_p9.CTC3_p9002","NTC","M27.88","#53f1fc","Cardiopharyngeal mesoderm"
"1087","CTC3_p9.CTC3_p9003","NTC","M28.19","#C594BF","Early nascent mesoderm"
"1088","CTC3_p9.CTC3_p9005","NTC","M861.32","#cc7818","Amnion/Chorion progenitor"
"1089","CTC3_p9.CTC3_p9006","NTC","M1944.15","#C594BF","Early nascent mesoderm"
"1090","CTC3_p9.CTC3_p9008","NTC","M1455.31","#EF5A9D","Gut"
"1091","CTC3_p9.CTC3_p9011","NTC","M903.97","#635547","Epiblast"
"1092","CTC3_p9.CTC3_p9012","NTC","M116.01","#C594BF","Early nascent mesoderm"
"1093","CTC3_p9.CTC3_p9013","NTC","M880.44","#635547","Epiblast"
"1094","CTC3_p9.CTC3_p9014","NTC","M732.76","#8870ad","ExE mesoderm"
"1095","CTC3_p9.CTC3_p9016","NTC","M726.25","#8870ad","ExE mesoderm"
"1096","CTC3_p9.CTC3_p9017","NTC","M726.25","#8870ad","ExE mesoderm"
"1097","CTC3_p9.CTC3_p9018","NTC","M1944.15","#C594BF","Early nascent mesoderm"
"1098","CTC3_p9.CTC3_p9019","NTC","M926.33","#635547","Epiblast"
"1099","CTC3_p9.CTC3_p9021","NTC","M2003.89","#C594BF","Early nascent mesoderm"
"1100","CTC3_p9.CTC3_p9022","NTC","M726.25","#8870ad","ExE mesoderm"
"1101","CTC3_p9.CTC3_p9024","NTC","M25.54","#C594BF","Early nascent mesoderm"
"1102","CTC3_p9.CTC3_p9025","NTC","M1920.13","#DFCDE4","Late nascent mesoderm"
"1103","CTC3_p9.CTC3_p9026","NTC","M1607.05","#ffad1e","Chorion"
"1104","CTC3_p9.CTC3_p9027","NTC","M732.76","#8870ad","ExE mesoderm"
"1105","CTC3_p9.CTC3_p9028","NTC","M926.33","#635547","Epiblast"
"1106","CTC3_p9.CTC3_p9029","NTC","M2045.92","#DABE99","Primitive streak"
"1107","CTC3_p9.CTC3_p9030","NTC","M892.10","#635547","Epiblast"
"1108","CTC3_p9.CTC3_p9031","NTC","M105.51","#C594BF","Early nascent mesoderm"
"1109","CTC3_p9.CTC3_p9032","NTC","M743.24","#cc7818","Amnion/Chorion progenitor"
"1110","CTC3_p9.CTC3_p9033","NTC","M2003.89","#C594BF","Early nascent mesoderm"
"1111","CTC3_p9.CTC3_p9034","NTC","M116.01","#C594BF","Early nascent mesoderm"
"1112","CTC3_p9.CTC3_p9035","NTC","M2393.47","#C594BF","Early nascent mesoderm"
"1113","CTC3_p9.CTC3_p9036","NTC","M1944.15","#C594BF","Early nascent mesoderm"
"1114","CTC3_p9.CTC3_p9037","NTC","M81.68","#C594BF","Early nascent mesoderm"
"1115","CTC3_p9.CTC3_p9039","NTC","M2033.63","#C594BF","Early nascent mesoderm"
"1116","CTC3_p9.CTC3_p9040","NTC","M978.79","#DABE99","Primitive streak"
"1117","CTC3_p9.CTC3_p9042","NTC","M938.32","#635547","Epiblast"
"1118","CTC3_p9.CTC3_p9043","NTC","M992.65","#DABE99","Primitive streak"
"1119","CTC3_p9.CTC3_p9044","NTC","M2033.63","#C594BF","Early nascent mesoderm"
"1120","CTC3_p9.CTC3_p9046","NTC","M992.65","#DABE99","Primitive streak"
"1121","CTC3_p9.CTC3_p9047","NTC","M1924.81","#C594BF","Early nascent mesoderm"
"1122","CTC3_p9.CTC3_p9048","NTC","M1518.42","#ffd854","Chorion progenitors"
"1123","CTC3_p9.CTC3_p9053","NTC","M1972.03","#C594BF","Early nascent mesoderm"
"1124","CTC3_p9.CTC3_p9054","NTC","M1972.03","#C594BF","Early nascent mesoderm"
"1125","CTC3_p9.CTC3_p9055","NTC","M106.71","#53f1fc","Cardiopharyngeal mesoderm"
"1126","CTC3_p9.CTC3_p9056","NTC","M880.44","#635547","Epiblast"
"1127","CTC3_p9.CTC3_p9057","NTC","M948.23","#635547","Epiblast"
"1128","CTC3_p9.CTC3_p9059","NTC","M1455.31","#EF5A9D","Gut"
"1129","CTC3_p9.CTC3_p9060","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1130","CTC3_p9.CTC3_p9061","NTC","M976.37","#635547","Epiblast"
"1131","CTC3_p9.CTC3_p9062","NTC","M25.54","#C594BF","Early nascent mesoderm"
"1132","CTC3_p9.CTC3_p9063","NTC","M69.00","#DFCDE4","Late nascent mesoderm"
"1133","CTC3_p9.CTC3_p9064","NTC","M726.25","#8870ad","ExE mesoderm"
"1134","CTC3_p9.CTC3_p9066","NTC","M938.32","#635547","Epiblast"
"1135","CTC3_p9.CTC3_p9067","NTC","M726.25","#8870ad","ExE mesoderm"
"1136","CTC3_p9.CTC3_p9070","NTC","M2036.24","#C594BF","Early nascent mesoderm"
"1137","CTC3_p9.CTC3_p9071","NTC","M880.44","#635547","Epiblast"
"1138","CTC3_p9.CTC3_p9072","NTC","M1455.31","#EF5A9D","Gut"
"1139","CTC3_p9.CTC3_p9074","NTC","M961.75","#90BF75","Definitive ectoderm"
"1140","CTC3_p9.CTC3_p9075","NTC","M1396.07","#EF5A9D","Gut"
"1141","CTC3_p9.CTC3_p9076","NTC","M938.32","#635547","Epiblast"
"1142","CTC3_p9.CTC3_p9077","NTC","M2505.17","#DABE99","Primitive streak"
"1143","CTC3_p9.CTC3_p9079","NTC","M899.08","#635547","Epiblast"
"1144","CTC3_p9.CTC3_p9081","NTC","M934.58","#635547","Epiblast"
"1145","CTC3_p9.CTC3_p9083","NTC","M2003.89","#C594BF","Early nascent mesoderm"
"1146","CTC3_p9.CTC3_p9084","NTC","M957.27","#DABE99","Primitive streak"
"1147","CTC3_p9.CTC3_p9085","NTC","M1932.10","#DFCDE4","Late nascent mesoderm"
"1148","CTC3_p9.CTC3_p9086","NTC","M1944.15","#C594BF","Early nascent mesoderm"
"1149","CTC3_p9.CTC3_p9087","NTC","M1972.03","#C594BF","Early nascent mesoderm"
"1150","CTC3_p9.CTC3_p9089","NTC","M1989.58","#C594BF","Early nascent mesoderm"
"1151","CTC3_p9.CTC3_p9090","NTC","M938.32","#635547","Epiblast"
"1152","CTC3_p9.CTC3_p9091","NTC","M861.32","#cc7818","Amnion/Chorion progenitor"
"1153","CTC3_p9.CTC3_p9092","NTC","M989.95","#90BF75","Definitive ectoderm"
"1154","CTC3_p9.CTC3_p9095","NTC","M936.27","#90BF75","Definitive ectoderm"
"1155","CTC3_p9.CTC3_p9097","NTC","M2046.36","#C594BF","Early nascent mesoderm"
"1156","CTC3_p9.CTC3_p9098","NTC","M892.10","#635547","Epiblast"
"1157","CTC3_p9.CTC3_p9099","NTC","M1972.03","#C594BF","Early nascent mesoderm"
"1158","CTC3_p9.CTC3_p9100","NTC","M1515.51","#ffd854","Chorion progenitors"
"1159","CTC3_p9.CTC3_p9101","NTC","M2045.92","#DABE99","Primitive streak"
"1160","CTC3_p9.CTC3_p9102","NTC","M910.62","#9e6762","Caudal epiblast"
"1161","CTC3_p9.CTC3_p9103","NTC","M999.77","#635547","Epiblast"
"1162","CTC3_p9.CTC3_p9104","NTC","M957.27","#DABE99","Primitive streak"
"1163","CTC3_p9.CTC3_p9105","NTC","M726.25","#8870ad","ExE mesoderm"
"1164","CTC3_p9.CTC3_p9107","NTC","M880.44","#635547","Epiblast"
"1165","CTC3_p9.CTC3_p9108","NTC","M743.24","#cc7818","Amnion/Chorion progenitor"
"1166","CTC3_p9.CTC3_p9109","NTC","M1530.53","#ffd854","Chorion progenitors"
"1167","CTC3_p9.CTC3_p9110","NTC","M926.33","#635547","Epiblast"
"1168","CTC3_p9.CTC3_p9111","NTC","M1932.10","#DFCDE4","Late nascent mesoderm"
"1169","CTC3_p9.CTC3_p9112","NTC","M880.44","#635547","Epiblast"
"1170","CTC3_p9.CTC3_p9113","NTC","M1932.10","#DFCDE4","Late nascent mesoderm"
"1171","CTC3_p9.CTC3_p9114","NTC","M880.44","#635547","Epiblast"
"1172","CTC3_p9.CTC3_p9115","NTC","M1396.07","#EF5A9D","Gut"
"1173","CTC3_p9.CTC3_p9116","NTC","M1518.42","#ffd854","Chorion progenitors"
"1174","CTC3_p9.CTC3_p9117","NTC","M726.25","#8870ad","ExE mesoderm"
"1175","CTC3_p9.CTC3_p9119","NTC","M2036.24","#C594BF","Early nascent mesoderm"
"1176","CTC3_p9.CTC3_p9120","NTC","M2036.24","#C594BF","Early nascent mesoderm"
"1177","CTC3_p9.CTC3_p9121","NTC","M732.76","#8870ad","ExE mesoderm"
"1178","CTC3_p9.CTC3_p9122","NTC","M934.58","#635547","Epiblast"
"1179","CTC3_p9.CTC3_p9123","NTC","M1940.33","#C594BF","Early nascent mesoderm"
"1180","CTC3_p9.CTC3_p9124","NTC","M876.99","#90BF75","Definitive ectoderm"
"1181","CTC3_p9.CTC3_p9125","NTC","M948.23","#635547","Epiblast"
"1182","CTC3_p9.CTC3_p9126","NTC","M69.00","#DFCDE4","Late nascent mesoderm"
"1183","CTC3_p9.CTC3_p9128","NTC","M1270.91","#7F6874","ExE visceral endoderm"
"1184","CTC3_p9.CTC3_p9130","NTC","M880.44","#635547","Epiblast"
"1185","CTC3_p9.CTC3_p9131","NTC","M926.33","#635547","Epiblast"
"1186","CTC3_p9.CTC3_p9132","NTC","M948.23","#635547","Epiblast"
"1187","CTC3_p9.CTC3_p9133","NTC","M1570.90","#ffd854","Chorion progenitors"
"1188","CTC3_p9.CTC3_p9136","NTC","M2003.89","#C594BF","Early nascent mesoderm"
"1189","CTC3_p9.CTC3_p9137","NTC","M1570.90","#ffd854","Chorion progenitors"
"1190","CTC3_p9.CTC3_p9138","NTC","M28.19","#C594BF","Early nascent mesoderm"
"1191","CTC3_p9.CTC3_p9140","NTC","M28.19","#C594BF","Early nascent mesoderm"
"1192","CTC3_p9.CTC3_p9141","NTC","M892.10","#635547","Epiblast"
"1193","CTC3_p9.CTC3_p9142","NTC","M1270.91","#7F6874","ExE visceral endoderm"
"1194","CTC3_p9.CTC3_p9143","NTC","M81.68","#C594BF","Early nascent mesoderm"
"1195","CTC3_p9.CTC3_p9144","NTC","M938.32","#635547","Epiblast"
"1196","CTC3_p9.CTC3_p9145","NTC","M926.33","#635547","Epiblast"
"1197","CTC3_p9.CTC3_p9146","NTC","M880.44","#635547","Epiblast"
"1198","CTC3_p9.CTC3_p9147","NTC","M876.99","#90BF75","Definitive ectoderm"
"1199","CTC3_p9.CTC3_p9148","NTC","M771.80","#cc7818","Amnion/Chorion progenitor"
"1200","CTC3_p9.CTC3_p9149","NTC","M81.68","#C594BF","Early nascent mesoderm"
"1201","CTC3_p9.CTC3_p9151","NTC","M1570.90","#ffd854","Chorion progenitors"
"1202","CTC3_p9.CTC3_p9152","NTC","M1515.51","#ffd854","Chorion progenitors"
"1203","CTC3_p9.CTC3_p9153","NTC","M908.72","#635547","Epiblast"
"1204","CTC3_p9.CTC3_p9154","NTC","M999.77","#635547","Epiblast"
"1205","CTC3_p9.CTC3_p9155","NTC","M726.25","#8870ad","ExE mesoderm"
"1206","CTC3_p9.CTC3_p9156","NTC","M944.73","#635547","Epiblast"
"1207","CTC3_p9.CTC3_p9157","NTC","M2036.24","#C594BF","Early nascent mesoderm"
"1208","CTC3_p9.CTC3_p9158","NTC","M910.62","#9e6762","Caudal epiblast"
"1209","CTC3_p9.CTC3_p9159","NTC","M743.24","#cc7818","Amnion/Chorion progenitor"
"1210","CTC3_p9.CTC3_p9164","NTC","M908.72","#635547","Epiblast"
"1211","CTC3_p9.CTC3_p9165","NTC","M743.24","#cc7818","Amnion/Chorion progenitor"
"1212","CTC3_p9.CTC3_p9166","NTC","M1530.53","#ffd854","Chorion progenitors"
"1213","CTC3_p9.CTC3_p9167","NTC","M743.24","#cc7818","Amnion/Chorion progenitor"
"1214","CTC3_p9.CTC3_p9169","NTC","M1932.10","#DFCDE4","Late nascent mesoderm"
"1215","CTC3_p9.CTC3_p9170","NTC","M880.44","#635547","Epiblast"
"1216","CTC3_p9.CTC3_p9171","NTC","M81.68","#C594BF","Early nascent mesoderm"
"1217","CTC3_p9.CTC3_p9173","NTC","M972.40","#635547","Epiblast"
"1218","CTC3_p9.CTC3_p9174","NTC","M105.51","#C594BF","Early nascent mesoderm"
"1219","CTC3_p9.CTC3_p9175","NTC","M880.44","#635547","Epiblast"
"1220","CTC3_p9.CTC3_p9176","NTC","M1440.36","#0F4A9C","Node/Notochord"
"1221","CTC3_p9.CTC3_p9177","NTC","M974.83","#90BF75","Definitive ectoderm"
"1222","CTC3_p9.CTC3_p9178","NTC","M961.75","#90BF75","Definitive ectoderm"
"1223","CTC3_p9.CTC3_p9180","NTC","M1455.31","#EF5A9D","Gut"
"1224","CTC3_p9.CTC3_p9181","NTC","M1385.69","#EF5A9D","Gut"
"1225","CTC3_p9.CTC3_p9182","NTC","M1396.07","#EF5A9D","Gut"
"1226","CTC3_p9.CTC3_p9183","NTC","M1570.90","#ffd854","Chorion progenitors"
"1227","CTC3_p9.CTC3_p9184","NTC","M771.80","#cc7818","Amnion/Chorion progenitor"
"1228","CTC3_p9.CTC3_p9186","NTC","M876.99","#90BF75","Definitive ectoderm"
"1229","CTC3_p9.CTC3_p9187","NTC","M926.33","#635547","Epiblast"
"1230","CTC3_p9.CTC3_p9188","NTC","M1924.81","#C594BF","Early nascent mesoderm"
"1231","CTC3_p9.CTC3_p9189","NTC","M892.10","#635547","Epiblast"
"1232","CTC3_p9.CTC3_p9190","NTC","M880.44","#635547","Epiblast"
"1233","CTC3_p9.CTC3_p9191","NTC","M1515.51","#ffd854","Chorion progenitors"
"1234","CTC3_p9.CTC3_p9192","NTC","M880.44","#635547","Epiblast"
"1235","CTC3_p9.CTC3_p9193","NTC","M876.99","#90BF75","Definitive ectoderm"
"1236","CTC3_p9.CTC3_p9194","NTC","M934.58","#635547","Epiblast"
"1237","CTC3_p9.CTC3_p9195","NTC","M81.68","#C594BF","Early nascent mesoderm"
"1238","CTC3_p9.CTC3_p9196","NTC","M926.33","#635547","Epiblast"
"1239","CTC3_p9.CTC3_p9197","NTC","M880.44","#635547","Epiblast"
"1240","CTC3_p9.CTC3_p9198","NTC","M976.37","#635547","Epiblast"
"1241","CTC3_p9.CTC3_p9199","NTC","M934.58","#635547","Epiblast"
"1242","CTC3_p9.CTC3_p9200","NTC","M2036.24","#C594BF","Early nascent mesoderm"
"1243","CTC3_p9.CTC3_p9202","NTC","M2003.89","#C594BF","Early nascent mesoderm"
"1244","CTC3_p9.CTC3_p9205","NTC","M2036.24","#C594BF","Early nascent mesoderm"
"1245","CTC3_p9.CTC3_p9206","NTC","M880.44","#635547","Epiblast"
"1246","CTC3_p9.CTC3_p9208","NTC","M2033.63","#C594BF","Early nascent mesoderm"
"1247","CTC3_p9.CTC3_p9209","NTC","M1978.41","#DFCDE4","Late nascent mesoderm"
"1248","CTC3_p9.CTC3_p9211","NTC","M926.33","#635547","Epiblast"
"1249","CTC3_p9.CTC3_p9212","NTC","M880.44","#635547","Epiblast"
"1250","CTC3_p9.CTC3_p9214","NTC","M989.95","#90BF75","Definitive ectoderm"
"1251","CTC3_p9.CTC3_p9215","NTC","M743.24","#cc7818","Amnion/Chorion progenitor"
"1252","CTC3_p9.CTC3_p9216","NTC","M2036.24","#C594BF","Early nascent mesoderm"
"1253","CTC3_p9.CTC3_p9217","NTC","M1607.05","#ffad1e","Chorion"
"1254","CTC3_p9.CTC3_p9218","NTC","M1920.13","#DFCDE4","Late nascent mesoderm"
"1255","CTC3_p9.CTC3_p9220","NTC","M1385.69","#EF5A9D","Gut"
"1256","CTC3_p9.CTC3_p9221","NTC","M2033.63","#C594BF","Early nascent mesoderm"
"1257","CTC3_p9.CTC3_p9222","NTC","M1518.42","#ffd854","Chorion progenitors"
"1258","CTC3_p9.CTC3_p9223","NTC","M948.23","#635547","Epiblast"
"1259","CTC3_p9.CTC3_p9225","NTC","M1518.42","#ffd854","Chorion progenitors"
"1260","CTC3_p9.CTC3_p9226","NTC","M910.62","#9e6762","Caudal epiblast"
"1261","CTC3_p9.CTC3_p9228","NTC","M861.32","#cc7818","Amnion/Chorion progenitor"
"1262","CTC3_p9.CTC3_p9229","NTC","M910.62","#9e6762","Caudal epiblast"
