"","cell","treat","metacell","color","cell_type"
"1957","CTC1_p1.CTC1_p1314","NTC","M81.68","#C594BF","Early nascent mesoderm"
"1958","CTC1_p1.CTC1_p1315","NTC","M1440.36","#0F4A9C","Node/Notochord"
"1959","CTC1_p1.CTC1_p1316","NTC","M1502.85","#ffd854","Chorion progenitors"
"1960","CTC1_p1.CTC1_p1317","NTC","M937.24","#90BF75","Definitive ectoderm"
"1961","CTC1_p1.CTC1_p1318","NTC","M924.30","#90BF75","Definitive ectoderm"
"1962","CTC1_p1.CTC1_p1319","NTC","M2012.18","#C594BF","Early nascent mesoderm"
"1963","CTC1_p1.CTC1_p1321","NTC","M1452.88","#EF5A9D","Gut"
"1964","CTC1_p1.CTC1_p1322","NTC","M739.69","#8870ad","ExE mesoderm"
"1965","CTC1_p1.CTC1_p1323","NTC","M1502.85","#ffd854","Chorion progenitors"
"1966","CTC1_p1.CTC1_p1324","NTC","M916.40","#635547","Epiblast"
"1967","CTC1_p1.CTC1_p1325","NTC","M1440.36","#0F4A9C","Node/Notochord"
"1968","CTC1_p1.CTC1_p1326","NTC","M90.19","#C594BF","Early nascent mesoderm"
"1969","CTC1_p1.CTC1_p1327","NTC","M972.40","#635547","Epiblast"
"1970","CTC1_p1.CTC1_p1329","NTC","M90.19","#C594BF","Early nascent mesoderm"
"1971","CTC1_p1.CTC1_p1330","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1972","CTC1_p1.CTC1_p1331","NTC","M1540.21","#ffd854","Chorion progenitors"
"1973","CTC1_p1.CTC1_p1332","NTC","M944.73","#635547","Epiblast"
"1974","CTC1_p1.CTC1_p1333","NTC","M2036.24","#C594BF","Early nascent mesoderm"
"1975","CTC1_p1.CTC1_p1334","NTC","M903.97","#635547","Epiblast"
"1976","CTC1_p1.CTC1_p1335","NTC","M1440.36","#0F4A9C","Node/Notochord"
"1977","CTC1_p1.CTC1_p1336","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1978","CTC1_p1.CTC1_p1339","NTC","M108.32","#53f1fc","Cardiopharyngeal mesoderm"
"1979","CTC1_p1.CTC1_p1340","NTC","M944.73","#635547","Epiblast"
"1980","CTC1_p1.CTC1_p1341","NTC","M108.32","#53f1fc","Cardiopharyngeal mesoderm"
"1981","CTC1_p1.CTC1_p1343","NTC","M126.91","#C594BF","Early nascent mesoderm"
"1982","CTC1_p1.CTC1_p1344","NTC","M1570.90","#ffd854","Chorion progenitors"
"1983","CTC1_p1.CTC1_p1348","NTC","M782.10","#cc7818","Amnion/Chorion progenitor"
"1984","CTC1_p1.CTC1_p1349","NTC","M910.62","#9e6762","Caudal epiblast"
"1985","CTC1_p1.CTC1_p1352","NTC","M2393.47","#C594BF","Early nascent mesoderm"
"1986","CTC1_p1.CTC1_p1357","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"1987","CTC1_p1.CTC1_p1358","NTC","M2393.47","#C594BF","Early nascent mesoderm"
"1988","CTC1_p1.CTC1_p1359","NTC","M126.91","#C594BF","Early nascent mesoderm"
"1989","CTC1_p1.CTC1_p1362","NTC","M1502.85","#ffd854","Chorion progenitors"
"1990","CTC1_p1.CTC1_p1363","NTC","M2012.18","#C594BF","Early nascent mesoderm"
"1991","CTC1_p1.CTC1_p1364","NTC","M944.73","#635547","Epiblast"
"1992","CTC1_p1.CTC1_p1365","NTC","M1978.41","#DFCDE4","Late nascent mesoderm"
"1993","CTC1_p1.CTC1_p1368","NTC","M957.27","#DABE99","Primitive streak"
"1994","CTC1_p1.CTC1_p1370","NTC","M2036.24","#C594BF","Early nascent mesoderm"
"1995","CTC1_p1.CTC1_p1371","NTC","M924.30","#90BF75","Definitive ectoderm"
"1996","CTC1_p1.CTC1_p1373","NTC","M81.68","#C594BF","Early nascent mesoderm"
"1997","CTC1_p1.CTC1_p1374","NTC","M1455.31","#EF5A9D","Gut"
"1998","CTC1_p1.CTC1_p1377","NTC","M739.69","#8870ad","ExE mesoderm"
"1999","CTC1_p1.CTC1_p1378","NTC","M2002.19","#C594BF","Early nascent mesoderm"
"2000","CTC1_p3.CTC1_p3001","BMP4_1ug","M833.11","#cc7818","Amnion/Chorion progenitor"
"2001","CTC1_p3.CTC1_p3002","BMP4_1ug","M961.75","#90BF75","Definitive ectoderm"
"2002","CTC1_p3.CTC1_p3003","BMP4_1ug","M910.62","#9e6762","Caudal epiblast"
"2003","CTC1_p3.CTC1_p3004","BMP4_1ug","M807.01","#cc7818","Amnion/Chorion progenitor"
"2004","CTC1_p3.CTC1_p3005","BMP4_1ug","M977.37","#635547","Epiblast"
"2005","CTC1_p3.CTC1_p3006","BMP4_1ug","M2020.42","#DFCDE4","Late nascent mesoderm"
"2006","CTC1_p3.CTC1_p3007","BMP4_1ug","M2484.54","#C594BF","Early nascent mesoderm"
"2007","CTC1_p3.CTC1_p3008","BMP4_1ug","M950.86","#90BF75","Definitive ectoderm"
"2008","CTC1_p3.CTC1_p3009","BMP4_1ug","M732.76","#8870ad","ExE mesoderm"
"2009","CTC1_p3.CTC1_p3010","BMP4_1ug","M1231.34","#7F6874","ExE visceral endoderm"
"2010","CTC1_p3.CTC1_p3011","BMP4_1ug","M777.35","#cc7818","Amnion/Chorion progenitor"
"2011","CTC1_p3.CTC1_p3012","BMP4_1ug","M2012.18","#C594BF","Early nascent mesoderm"
"2012","CTC1_p3.CTC1_p3013","BMP4_1ug","M782.10","#cc7818","Amnion/Chorion progenitor"
"2013","CTC1_p3.CTC1_p3015","BMP4_1ug","M1455.31","#EF5A9D","Gut"
"2014","CTC1_p3.CTC1_p3016","BMP4_1ug","M1440.36","#0F4A9C","Node/Notochord"
"2015","CTC1_p3.CTC1_p3017","BMP4_1ug","M892.10","#635547","Epiblast"
"2016","CTC1_p3.CTC1_p3018","BMP4_1ug","M1502.85","#ffd854","Chorion progenitors"
"2017","CTC1_p3.CTC1_p3019","BMP4_1ug","M918.97","#90BF75","Definitive ectoderm"
"2018","CTC1_p3.CTC1_p3020","BMP4_1ug","M1607.05","#ffad1e","Chorion"
"2019","CTC1_p3.CTC1_p3021","BMP4_1ug","M918.97","#90BF75","Definitive ectoderm"
"2020","CTC1_p3.CTC1_p3022","BMP4_1ug","M1585.79","#ffd854","Chorion progenitors"
"2021","CTC1_p3.CTC1_p3023","BMP4_1ug","M126.91","#C594BF","Early nascent mesoderm"
"2022","CTC1_p3.CTC1_p3024","BMP4_1ug","M2028.87","#DFCDE4","Late nascent mesoderm"
"2023","CTC1_p3.CTC1_p3026","BMP4_1ug","M732.76","#8870ad","ExE mesoderm"
"2024","CTC1_p3.CTC1_p3027","BMP4_1ug","M961.75","#90BF75","Definitive ectoderm"
"2025","CTC1_p3.CTC1_p3029","BMP4_1ug","M950.86","#90BF75","Definitive ectoderm"
"2026","CTC1_p3.CTC1_p3030","BMP4_1ug","M1502.85","#ffd854","Chorion progenitors"
"2027","CTC1_p3.CTC1_p3031","BMP4_1ug","M887.94","#90BF75","Definitive ectoderm"
"2028","CTC1_p3.CTC1_p3032","BMP4_1ug","M995.99","#90BF75","Definitive ectoderm"
"2029","CTC1_p3.CTC1_p3033","BMP4_1ug","M69.00","#DFCDE4","Late nascent mesoderm"
"2030","CTC1_p3.CTC1_p3034","BMP4_1ug","M995.99","#90BF75","Definitive ectoderm"
"2031","CTC1_p3.CTC1_p3035","BMP4_1ug","M1502.85","#ffd854","Chorion progenitors"
"2032","CTC1_p3.CTC1_p3037","BMP4_1ug","M985.78","#DABE99","Primitive streak"
"2033","CTC1_p3.CTC1_p3038","BMP4_1ug","M1385.69","#EF5A9D","Gut"
"2034","CTC1_p3.CTC1_p3039","BMP4_1ug","M1452.88","#EF5A9D","Gut"
"2035","CTC1_p3.CTC1_p3040","BMP4_1ug","M977.37","#635547","Epiblast"
"2036","CTC1_p3.CTC1_p3041","BMP4_1ug","M1607.05","#ffad1e","Chorion"
"2037","CTC1_p3.CTC1_p3044","BMP4_1ug","M2484.54","#C594BF","Early nascent mesoderm"
"2038","CTC1_p3.CTC1_p3045","BMP4_1ug","M1953.95","#9e6762","Caudal epiblast"
"2039","CTC1_p3.CTC1_p3046","BMP4_1ug","M732.76","#8870ad","ExE mesoderm"
"2040","CTC1_p3.CTC1_p3047","BMP4_1ug","M985.78","#DABE99","Primitive streak"
"2041","CTC1_p3.CTC1_p3048","BMP4_1ug","M950.86","#90BF75","Definitive ectoderm"
"2042","CTC1_p3.CTC1_p3053","BMP4_1ug","M918.97","#90BF75","Definitive ectoderm"
"2043","CTC1_p3.CTC1_p3054","BMP4_1ug","M777.35","#cc7818","Amnion/Chorion progenitor"
"2044","CTC1_p3.CTC1_p3056","BMP4_1ug","M944.73","#635547","Epiblast"
"2045","CTC1_p3.CTC1_p3057","BMP4_1ug","M1455.31","#EF5A9D","Gut"
"2046","CTC1_p3.CTC1_p3058","BMP4_1ug","M30.95","#DFCDE4","Late nascent mesoderm"
"2047","CTC1_p3.CTC1_p3059","BMP4_1ug","M944.73","#635547","Epiblast"
"2048","CTC1_p3.CTC1_p3060","BMP4_1ug","M995.99","#90BF75","Definitive ectoderm"
"2049","CTC1_p3.CTC1_p3061","BMP4_1ug","M807.01","#cc7818","Amnion/Chorion progenitor"
"2050","CTC1_p3.CTC1_p3062","BMP4_1ug","M918.97","#90BF75","Definitive ectoderm"
"2051","CTC1_p3.CTC1_p3064","BMP4_1ug","M90.19","#C594BF","Early nascent mesoderm"
"2052","CTC1_p3.CTC1_p3065","BMP4_1ug","M90.19","#C594BF","Early nascent mesoderm"
"2053","CTC1_p3.CTC1_p3066","BMP4_1ug","M1540.21","#ffd854","Chorion progenitors"
"2054","CTC1_p3.CTC1_p3067","BMP4_1ug","M995.99","#90BF75","Definitive ectoderm"
"2055","CTC1_p3.CTC1_p3068","BMP4_1ug","M985.78","#DABE99","Primitive streak"
"2056","CTC1_p3.CTC1_p3069","BMP4_1ug","M1502.85","#ffd854","Chorion progenitors"
"2057","CTC1_p3.CTC1_p3070","BMP4_1ug","M916.40","#635547","Epiblast"
"2058","CTC1_p3.CTC1_p3071","BMP4_1ug","M2505.17","#DABE99","Primitive streak"
"2059","CTC1_p3.CTC1_p3072","BMP4_1ug","M861.32","#cc7818","Amnion/Chorion progenitor"
"2060","CTC1_p3.CTC1_p3073","BMP4_1ug","M1920.13","#DFCDE4","Late nascent mesoderm"
"2061","CTC1_p3.CTC1_p3074","BMP4_1ug","M977.37","#635547","Epiblast"
"2062","CTC1_p3.CTC1_p3076","BMP4_1ug","M1455.31","#EF5A9D","Gut"
"2063","CTC1_p3.CTC1_p3077","BMP4_1ug","M918.97","#90BF75","Definitive ectoderm"
"2064","CTC1_p3.CTC1_p3078","BMP4_1ug","M1502.85","#ffd854","Chorion progenitors"
"2065","CTC1_p3.CTC1_p3079","BMP4_1ug","M807.01","#cc7818","Amnion/Chorion progenitor"
"2066","CTC1_p3.CTC1_p3080","BMP4_1ug","M1452.88","#EF5A9D","Gut"
"2067","CTC1_p3.CTC1_p3081","BMP4_1ug","M918.97","#90BF75","Definitive ectoderm"
"2068","CTC1_p3.CTC1_p3082","BMP4_1ug","M887.94","#90BF75","Definitive ectoderm"
"2069","CTC1_p3.CTC1_p3083","BMP4_1ug","M977.37","#635547","Epiblast"
"2070","CTC1_p3.CTC1_p3084","BMP4_1ug","M916.40","#635547","Epiblast"
"2071","CTC1_p3.CTC1_p3085","BMP4_1ug","M937.24","#90BF75","Definitive ectoderm"
"2072","CTC1_p3.CTC1_p3086","BMP4_1ug","M1978.41","#DFCDE4","Late nascent mesoderm"
"2073","CTC1_p3.CTC1_p3087","BMP4_1ug","M1953.95","#9e6762","Caudal epiblast"
"2074","CTC1_p3.CTC1_p3088","BMP4_1ug","M69.00","#DFCDE4","Late nascent mesoderm"
"2075","CTC1_p3.CTC1_p3090","BMP4_1ug","M2020.42","#DFCDE4","Late nascent mesoderm"
"2076","CTC1_p3.CTC1_p3091","BMP4_1ug","M950.86","#90BF75","Definitive ectoderm"
"2077","CTC1_p3.CTC1_p3092","BMP4_1ug","M2435.05","#0F4A9C","Node/Notochord"
"2078","CTC1_p3.CTC1_p3093","BMP4_1ug","M1455.31","#EF5A9D","Gut"
"2079","CTC1_p3.CTC1_p3094","BMP4_1ug","M950.86","#90BF75","Definitive ectoderm"
"2080","CTC1_p3.CTC1_p3095","BMP4_1ug","M90.19","#C594BF","Early nascent mesoderm"
"2081","CTC1_p3.CTC1_p3096","BMP4_1ug","M782.10","#cc7818","Amnion/Chorion progenitor"
"2082","CTC1_p3.CTC1_p3097","BMP4_1ug","M1932.10","#DFCDE4","Late nascent mesoderm"
"2083","CTC1_p3.CTC1_p3098","BMP4_1ug","M90.19","#C594BF","Early nascent mesoderm"
"2084","CTC1_p3.CTC1_p3099","BMP4_1ug","M992.65","#DABE99","Primitive streak"
"2085","CTC1_p3.CTC1_p3100","BMP4_1ug","M919.36","#DABE99","Primitive streak"
"2086","CTC1_p3.CTC1_p3101","BMP4_1ug","M1270.91","#7F6874","ExE visceral endoderm"
"2087","CTC1_p3.CTC1_p3103","BMP4_1ug","M887.94","#90BF75","Definitive ectoderm"
"2088","CTC1_p3.CTC1_p3104","BMP4_1ug","M926.33","#635547","Epiblast"
"2089","CTC1_p3.CTC1_p3106","BMP4_1ug","M2028.87","#DFCDE4","Late nascent mesoderm"
"2090","CTC1_p3.CTC1_p3107","BMP4_1ug","M999.77","#635547","Epiblast"
"2091","CTC1_p3.CTC1_p3108","BMP4_1ug","M1231.34","#7F6874","ExE visceral endoderm"
"2092","CTC1_p3.CTC1_p3109","BMP4_1ug","M1919.25","#C594BF","Early nascent mesoderm"
"2093","CTC1_p3.CTC1_p3110","BMP4_1ug","M90.19","#C594BF","Early nascent mesoderm"
"2094","CTC1_p3.CTC1_p3111","BMP4_1ug","M887.94","#90BF75","Definitive ectoderm"
"2095","CTC1_p3.CTC1_p3112","BMP4_1ug","M2485.22","#7F6874","ExE visceral endoderm"
"2096","CTC1_p3.CTC1_p3113","BMP4_1ug","M69.00","#DFCDE4","Late nascent mesoderm"
"2097","CTC1_p3.CTC1_p3114","BMP4_1ug","M977.37","#635547","Epiblast"
"2098","CTC1_p3.CTC1_p3117","BMP4_1ug","M90.19","#C594BF","Early nascent mesoderm"
"2099","CTC1_p3.CTC1_p3118","BMP4_1ug","M2460.23","#cc7818","Amnion/Chorion progenitor"
"2100","CTC1_p3.CTC1_p3119","BMP4_1ug","M807.01","#cc7818","Amnion/Chorion progenitor"
"2101","CTC1_p3.CTC1_p3122","BMP4_1ug","M950.86","#90BF75","Definitive ectoderm"
"2102","CTC1_p3.CTC1_p3123","BMP4_1ug","M126.91","#C594BF","Early nascent mesoderm"
"2103","CTC1_p3.CTC1_p3124","BMP4_1ug","M1585.79","#ffd854","Chorion progenitors"
"2104","CTC1_p3.CTC1_p3125","BMP4_1ug","M985.78","#DABE99","Primitive streak"
"2105","CTC1_p3.CTC1_p3126","BMP4_1ug","M2033.63","#C594BF","Early nascent mesoderm"
"2106","CTC1_p3.CTC1_p3127","BMP4_1ug","M1396.07","#EF5A9D","Gut"
"2107","CTC1_p3.CTC1_p3129","BMP4_1ug","M1440.36","#0F4A9C","Node/Notochord"
"2108","CTC1_p3.CTC1_p3130","BMP4_1ug","M108.32","#53f1fc","Cardiopharyngeal mesoderm"
"2109","CTC1_p3.CTC1_p3131","BMP4_1ug","M90.19","#C594BF","Early nascent mesoderm"
"2110","CTC1_p3.CTC1_p3132","BMP4_1ug","M924.30","#90BF75","Definitive ectoderm"
"2111","CTC1_p3.CTC1_p3133","BMP4_1ug","M1989.58","#C594BF","Early nascent mesoderm"
"2112","CTC1_p3.CTC1_p3134","BMP4_1ug","M1455.31","#EF5A9D","Gut"
"2113","CTC1_p3.CTC1_p3135","BMP4_1ug","M777.35","#cc7818","Amnion/Chorion progenitor"
"2114","CTC1_p3.CTC1_p3138","BMP4_1ug","M995.99","#90BF75","Definitive ectoderm"
"2115","CTC1_p3.CTC1_p3139","BMP4_1ug","M69.00","#DFCDE4","Late nascent mesoderm"
"2116","CTC1_p3.CTC1_p3140","BMP4_1ug","M90.19","#C594BF","Early nascent mesoderm"
"2117","CTC1_p3.CTC1_p3141","BMP4_1ug","M2045.92","#DABE99","Primitive streak"
"2118","CTC1_p3.CTC1_p3142","BMP4_1ug","M807.01","#cc7818","Amnion/Chorion progenitor"
"2119","CTC1_p3.CTC1_p3143","BMP4_1ug","M944.73","#635547","Epiblast"
"2120","CTC1_p3.CTC1_p3144","BMP4_1ug","M919.36","#DABE99","Primitive streak"
"2121","CTC1_p3.CTC1_p3145","BMP4_1ug","M2435.05","#0F4A9C","Node/Notochord"
"2122","CTC1_p3.CTC1_p3146","BMP4_1ug","M782.10","#cc7818","Amnion/Chorion progenitor"
"2123","CTC1_p3.CTC1_p3147","BMP4_1ug","M1540.21","#ffd854","Chorion progenitors"
"2124","CTC1_p3.CTC1_p3148","BMP4_1ug","M809.18","#cc7818","Amnion/Chorion progenitor"
"2125","CTC1_p3.CTC1_p3149","BMP4_1ug","M90.19","#C594BF","Early nascent mesoderm"
"2126","CTC1_p3.CTC1_p3150","BMP4_1ug","M833.11","#cc7818","Amnion/Chorion progenitor"
"2127","CTC1_p3.CTC1_p3151","BMP4_1ug","M981.91","#90BF75","Definitive ectoderm"
"2128","CTC1_p3.CTC1_p3152","BMP4_1ug","M916.40","#635547","Epiblast"
"2129","CTC1_p3.CTC1_p3153","BMP4_1ug","M1989.58","#C594BF","Early nascent mesoderm"
"2130","CTC1_p3.CTC1_p3154","BMP4_1ug","M1455.31","#EF5A9D","Gut"
"2131","CTC1_p3.CTC1_p3156","BMP4_1ug","M739.69","#8870ad","ExE mesoderm"
"2132","CTC1_p3.CTC1_p3157","BMP4_1ug","M1989.58","#C594BF","Early nascent mesoderm"
"2133","CTC1_p3.CTC1_p3158","BMP4_1ug","M1953.95","#9e6762","Caudal epiblast"
"2134","CTC1_p3.CTC1_p3159","BMP4_1ug","M916.40","#635547","Epiblast"
"2135","CTC1_p3.CTC1_p3160","BMP4_1ug","M1989.58","#C594BF","Early nascent mesoderm"
"2136","CTC1_p3.CTC1_p3162","BMP4_1ug","M782.10","#cc7818","Amnion/Chorion progenitor"
"2137","CTC1_p3.CTC1_p3163","BMP4_1ug","M957.27","#DABE99","Primitive streak"
"2138","CTC1_p3.CTC1_p3164","BMP4_1ug","M985.78","#DABE99","Primitive streak"
"2139","CTC1_p3.CTC1_p3165","BMP4_1ug","M992.65","#DABE99","Primitive streak"
"2140","CTC1_p3.CTC1_p3166","BMP4_1ug","M937.24","#90BF75","Definitive ectoderm"
"2141","CTC1_p3.CTC1_p3167","BMP4_1ug","M916.40","#635547","Epiblast"
"2142","CTC1_p3.CTC1_p3168","BMP4_1ug","M90.19","#C594BF","Early nascent mesoderm"
"2143","CTC1_p3.CTC1_p3170","BMP4_1ug","M1607.05","#ffad1e","Chorion"
"2144","CTC1_p3.CTC1_p3171","BMP4_1ug","M916.40","#635547","Epiblast"
"2145","CTC1_p3.CTC1_p3172","BMP4_1ug","M126.91","#C594BF","Early nascent mesoderm"
"2146","CTC1_p3.CTC1_p3173","BMP4_1ug","M1978.41","#DFCDE4","Late nascent mesoderm"
"2147","CTC1_p3.CTC1_p3174","BMP4_1ug","M887.94","#90BF75","Definitive ectoderm"
"2148","CTC1_p3.CTC1_p3175","BMP4_1ug","M887.94","#90BF75","Definitive ectoderm"
"2149","CTC1_p3.CTC1_p3177","BMP4_1ug","M31.30","#DFCDE4","Late nascent mesoderm"
"2150","CTC1_p3.CTC1_p3178","BMP4_1ug","M807.01","#cc7818","Amnion/Chorion progenitor"
"2151","CTC1_p3.CTC1_p3179","BMP4_1ug","M69.00","#DFCDE4","Late nascent mesoderm"
"2152","CTC1_p3.CTC1_p3180","BMP4_1ug","M1953.95","#9e6762","Caudal epiblast"
"2153","CTC1_p3.CTC1_p3182","BMP4_1ug","M887.94","#90BF75","Definitive ectoderm"
"2154","CTC1_p3.CTC1_p3184","BMP4_1ug","M90.19","#C594BF","Early nascent mesoderm"
"2155","CTC1_p3.CTC1_p3185","BMP4_1ug","M771.80","#cc7818","Amnion/Chorion progenitor"
"2156","CTC1_p3.CTC1_p3186","BMP4_1ug","M950.86","#90BF75","Definitive ectoderm"
"2157","CTC1_p3.CTC1_p3187","BMP4_1ug","M950.86","#90BF75","Definitive ectoderm"
"2158","CTC1_p3.CTC1_p3188","BMP4_1ug","M1231.34","#7F6874","ExE visceral endoderm"
"2159","CTC1_p3.CTC1_p3189","BMP4_1ug","M957.27","#DABE99","Primitive streak"
"2160","CTC1_p3.CTC1_p3190","BMP4_1ug","M782.10","#cc7818","Amnion/Chorion progenitor"
"2161","CTC1_p3.CTC1_p3191","BMP4_1ug","M1989.58","#C594BF","Early nascent mesoderm"
"2162","CTC1_p3.CTC1_p3193","BMP4_1ug","M732.76","#8870ad","ExE mesoderm"
"2163","CTC1_p3.CTC1_p3194","BMP4_1ug","M974.83","#90BF75","Definitive ectoderm"
"2164","CTC1_p3.CTC1_p3195","BMP4_1ug","M995.99","#90BF75","Definitive ectoderm"
"2165","CTC1_p3.CTC1_p3196","BMP4_1ug","M950.86","#90BF75","Definitive ectoderm"
"2166","CTC1_p3.CTC1_p3197","BMP4_1ug","M1953.95","#9e6762","Caudal epiblast"
"2167","CTC1_p3.CTC1_p3198","BMP4_1ug","M924.30","#90BF75","Definitive ectoderm"
"2168","CTC1_p3.CTC1_p3200","BMP4_1ug","M887.94","#90BF75","Definitive ectoderm"
"2169","CTC1_p3.CTC1_p3201","BMP4_1ug","M30.95","#DFCDE4","Late nascent mesoderm"
"2170","CTC1_p3.CTC1_p3202","BMP4_1ug","M807.01","#cc7818","Amnion/Chorion progenitor"
"2171","CTC1_p3.CTC1_p3203","BMP4_1ug","M950.86","#90BF75","Definitive ectoderm"
"2172","CTC1_p3.CTC1_p3205","BMP4_1ug","M1455.31","#EF5A9D","Gut"
"2173","CTC1_p3.CTC1_p3206","BMP4_1ug","M1953.95","#9e6762","Caudal epiblast"
"2174","CTC1_p3.CTC1_p3208","BMP4_1ug","M887.94","#90BF75","Definitive ectoderm"
"2175","CTC1_p3.CTC1_p3211","BMP4_1ug","M918.97","#90BF75","Definitive ectoderm"
"2176","CTC1_p3.CTC1_p3212","BMP4_1ug","M944.73","#635547","Epiblast"
"2177","CTC1_p3.CTC1_p3214","BMP4_1ug","M887.94","#90BF75","Definitive ectoderm"
"2178","CTC1_p3.CTC1_p3216","BMP4_1ug","M985.78","#DABE99","Primitive streak"
"2179","CTC1_p3.CTC1_p3218","BMP4_1ug","M950.86","#90BF75","Definitive ectoderm"
"2180","CTC1_p3.CTC1_p3219","BMP4_1ug","M861.32","#cc7818","Amnion/Chorion progenitor"
"2181","CTC1_p3.CTC1_p3221","BMP4_1ug","M916.40","#635547","Epiblast"
"2182","CTC1_p3.CTC1_p3223","BMP4_1ug","M1978.41","#DFCDE4","Late nascent mesoderm"
"2183","CTC1_p3.CTC1_p3224","BMP4_1ug","M924.30","#90BF75","Definitive ectoderm"
"2184","CTC1_p3.CTC1_p3225","BMP4_1ug","M887.94","#90BF75","Definitive ectoderm"
"2185","CTC1_p3.CTC1_p3226","BMP4_1ug","M1455.31","#EF5A9D","Gut"
"2186","CTC1_p3.CTC1_p3228","BMP4_1ug","M910.62","#9e6762","Caudal epiblast"
"2187","CTC1_p3.CTC1_p3229","BMP4_1ug","M937.24","#90BF75","Definitive ectoderm"
"2188","CTC1_p3.CTC1_p3230","BMP4_1ug","M918.97","#90BF75","Definitive ectoderm"
"2189","CTC1_p3.CTC1_p3231","BMP4_1ug","M90.19","#C594BF","Early nascent mesoderm"
"2190","CTC1_p3.CTC1_p3232","BMP4_1ug","M937.24","#90BF75","Definitive ectoderm"
"2191","CTC1_p3.CTC1_p3233","BMP4_1ug","M950.86","#90BF75","Definitive ectoderm"
"2192","CTC1_p3.CTC1_p3235","BMP4_1ug","M771.80","#cc7818","Amnion/Chorion progenitor"
"2193","CTC1_p3.CTC1_p3236","BMP4_1ug","M985.78","#DABE99","Primitive streak"
"2194","CTC1_p3.CTC1_p3237","BMP4_1ug","M739.69","#8870ad","ExE mesoderm"
"2195","CTC1_p3.CTC1_p3238","BMP4_1ug","M108.32","#53f1fc","Cardiopharyngeal mesoderm"
"2196","CTC1_p3.CTC1_p3239","BMP4_1ug","M934.58","#635547","Epiblast"
"2197","CTC1_p3.CTC1_p3240","BMP4_1ug","M807.01","#cc7818","Amnion/Chorion progenitor"
"2198","CTC1_p3.CTC1_p3241","BMP4_1ug","M1953.95","#9e6762","Caudal epiblast"
"2199","CTC1_p3.CTC1_p3242","BMP4_1ug","M807.01","#cc7818","Amnion/Chorion progenitor"
"2200","CTC1_p3.CTC1_p3243","BMP4_1ug","M782.10","#cc7818","Amnion/Chorion progenitor"
"2201","CTC1_p3.CTC1_p3244","BMP4_1ug","M807.01","#cc7818","Amnion/Chorion progenitor"
"2202","CTC1_p3.CTC1_p3246","BMP4_1ug","M2484.54","#C594BF","Early nascent mesoderm"
"2203","CTC1_p3.CTC1_p3247","BMP4_1ug","M2484.54","#C594BF","Early nascent mesoderm"
"2204","CTC1_p3.CTC1_p3248","BMP4_1ug","M69.00","#DFCDE4","Late nascent mesoderm"
"2205","CTC1_p3.CTC1_p3249","BMP4_1ug","M782.10","#cc7818","Amnion/Chorion progenitor"
"2206","CTC1_p3.CTC1_p3252","BMP4_1ug","M1440.36","#0F4A9C","Node/Notochord"
"2207","CTC1_p3.CTC1_p3254","BMP4_1ug","M918.97","#90BF75","Definitive ectoderm"
"2208","CTC1_p3.CTC1_p3255","BMP4_1ug","M126.91","#C594BF","Early nascent mesoderm"
"2209","CTC1_p3.CTC1_p3256","BMP4_1ug","M916.40","#635547","Epiblast"
"2210","CTC1_p3.CTC1_p3257","BMP4_1ug","M936.27","#90BF75","Definitive ectoderm"
"2211","CTC1_p3.CTC1_p3258","BMP4_1ug","M1455.31","#EF5A9D","Gut"
"2212","CTC1_p3.CTC1_p3259","BMP4_1ug","M126.91","#C594BF","Early nascent mesoderm"
"2213","CTC1_p3.CTC1_p3260","BMP4_1ug","M31.30","#DFCDE4","Late nascent mesoderm"
"2214","CTC1_p3.CTC1_p3261","BMP4_1ug","M887.94","#90BF75","Definitive ectoderm"
"2215","CTC1_p3.CTC1_p3262","BMP4_1ug","M1515.51","#ffd854","Chorion progenitors"
"2216","CTC1_p3.CTC1_p3263","BMP4_1ug","M950.86","#90BF75","Definitive ectoderm"
"2217","CTC1_p3.CTC1_p3264","BMP4_1ug","M887.94","#90BF75","Definitive ectoderm"
"2218","CTC1_p3.CTC1_p3265","BMP4_1ug","M833.11","#cc7818","Amnion/Chorion progenitor"
"2219","CTC1_p3.CTC1_p3266","BMP4_1ug","M90.19","#C594BF","Early nascent mesoderm"
"2220","CTC1_p3.CTC1_p3268","BMP4_1ug","M116.01","#C594BF","Early nascent mesoderm"
"2221","CTC1_p3.CTC1_p3269","BMP4_1ug","M2484.54","#C594BF","Early nascent mesoderm"
"2222","CTC1_p3.CTC1_p3271","BMP4_1ug","M25.54","#C594BF","Early nascent mesoderm"
"2223","CTC1_p3.CTC1_p3272","BMP4_1ug","M90.19","#C594BF","Early nascent mesoderm"
"2224","CTC1_p3.CTC1_p3273","BMP4_1ug","M924.30","#90BF75","Definitive ectoderm"
"2225","CTC1_p3.CTC1_p3274","BMP4_1ug","M1440.36","#0F4A9C","Node/Notochord"
"2226","CTC1_p3.CTC1_p3275","BMP4_1ug","M937.24","#90BF75","Definitive ectoderm"
"2227","CTC1_p3.CTC1_p3276","BMP4_1ug","M108.32","#53f1fc","Cardiopharyngeal mesoderm"
"2228","CTC1_p3.CTC1_p3277","BMP4_1ug","M1932.10","#DFCDE4","Late nascent mesoderm"
