"","x"
"4324","4930480M12Rik"
"4325","4930481A15Rik"
"4326","4930482G09Rik"
"4327","4930483J18Rik"
"4328","4930483K19Rik"
"4329","4930483O08Rik"
"4330","4930484H19Rik"
"4331","4930486F22Rik"
"4332","4930486I03Rik"
"4333","4930486L24Rik"
"4334","4930487D11Rik"
"4335","4930487H11Rik"
"4336","4930488B22Rik"
"4337","4930488L21Rik"
"4338","4930500F04Rik"
"4339","4930500L23Rik"
"4340","4930502A04Rik"
"4341","4930502E09Rik"
"4342","4930502E18Rik"
"4343","4930503B20Rik"
"4344","4930503E14Rik"
"4345","4930503E24Rik"
"4346","4930503F20Rik"
"4347","4930503H13Rik"
"4348","4930503L19Rik"
"4349","4930503O07Rik"
"4350","4930504C09Rik"
"4351","4930504O13Rik"
"4352","4930505A04Rik"
"4353","4930505G20Rik"
"4354","4930505K13Rik"
"4355","4930505K14Rik"
"4356","4930506A18Rik"
"4357","4930506C21Rik"
"4358","4930506F14Rik"
"4359","4930507D05Rik"
"4360","4930507D10Rik"
"4361","4930509E16Rik"
"4362","4930509J09Rik"
"4363","4930509K18Rik"
"4364","4930511A02Rik"
"4365","4930511A08Rik"
"4366","4930511E03Rik"
"4367","4930511M06Rik"
"4368","4930512B01Rik"
"4369","4930512J16Rik"
"4370","4930512M02Rik"
"4371","4930513D17Rik"
"4372","4930513O06Rik"
"4373","4930515B02Rik"
"4374","4930515G01Rik"
"4375","4930515G16Rik"
"4376","4930515L03Rik"
"4377","4930515L19Rik"
"4378","4930517E11Rik"
"4379","4930517M08Rik"
"4380","4930518J21Rik"
"4381","4930518P08Rik"
"4382","4930519D14Rik"
"4383","4930519F09Rik"
"4384","4930519F16Rik"
"4385","4930519F24Rik"
"4386","4930519G04Rik"
"4387","4930519H02Rik"
"4388","4930519K11Rik"
"4389","4930520O04Rik"
"4390","4930520P13Rik"
"4391","4930521E06Rik"
"4392","4930522H14Rik"
"4393","4930522O17Rik"
"4394","4930523C07Rik"
"4395","4930523O13Rik"
"4396","4930524B15Rik"
"4397","4930524B17Rik"
"4398","4930524C18Rik"
"4399","4930524N10Rik;Samt2"
"4400","4930524O05Rik"
"4401","4930524O08Rik"
"4402","4930525C09Rik"
"4403","4930525D18Rik"
"4404","4930525G20Rik"
"4405","4930526H09Rik"
"4406","4930526I15Rik"
"4407","4930526L06Rik"
"4408","4930527F14Rik"
"4409","4930527G23Rik"
"4410","4930528A17Rik"
"4411","4930528D03Rik"
"4412","4930528G23Rik"
"4413","4930528H21Rik"
"4414","4930528P14Rik"
"4415","4930529C04Rik"
"4416","4930529K09Rik"
"4417","4930529L06Rik"
"4418","4930529M08Rik"
"4419","4930532I03Rik"
"4420","4930532M18Rik"
"4421","4930533B01Rik"
"4422","4930533K18Rik"
"4423","4930533N22Rik"
"4424","4930533P14Rik"
"4425","4930538K18Rik"
"4426","4930539C22Rik"
"4427","4930539E08Rik"
"4428","4930539J05Rik"
"4429","4930539M17Rik"
"4430","4930539N22Rik"
"4431","4930540M03Rik"
"4432","4930542C21Rik"
"4433","4930542D17Rik"
"4434","4930543E12Rik"
"4435","4930543N07Rik"
"4436","4930544D05Rik"
"4437","4930544G11Rik"
"4438","4930544M13Rik"
"4439","4930545E07Rik"
"4440","4930545H06Rik"
"4441","4930545L23Rik"
"4442","4930546C10Rik"
"4443","4930546K05Rik"
"4444","4930547E08Rik"
"4445","4930547E14Rik"
"4446","4930548G14Rik"
"4447","4930548H24Rik"
"4448","4930548J01Rik"
"4449","4930548K13Rik"
"4450","4930549C01Rik"
"4451","4930549C15Rik"
"4452","4930549G23Rik"
"4453","4930550C14Rik"
"4454","4930550C17Rik"
"4455","4930550L24Rik"
"4456","4930552N02Rik;Olfr275"
"4457","4930552P12Rik"
"4458","4930553C11Rik"
"4459","4930553E22Rik"
"4460","4930554C24Rik"
"4461","4930554G24Rik"
"4462","4930554H23Rik"
"4463","4930554I06Rik"
"4464","4930555B11Rik"
"4465","4930555B12Rik"
"4466","4930555G01Rik"
"4467","4930555G21Rik"
"4468","4930555K05Rik"
"4469","4930556C24Rik"
"4470","4930556G01Rik"
"4471","4930556J02Rik"
"4472","4930556M19Rik"
"4473","4930556N09Rik"
"4474","4930556N13Rik"
"4475","4930557A04Rik"
"4476","4930557F10Rik"
"4477","4930557J02Rik"
"4478","4930557K07Rik"
"4479","4930558C23Rik"
"4480","4930558F17Rik"
"4481","4930558G05Rik"
"4482","4930558J18Rik"
"4483","4930558K02Rik"
"4484","4930559C10Rik"
"4485","4930562C15Rik"
"4486","4930562F07Rik"
"4487","4930563D23Rik"
"4488","4930563E18Rik"
"4489","4930563F08Rik"
"4490","4930563H07Rik"
"4491","4930563M20Rik"
"4492","4930563M21Rik"
"4493","4930564C03Rik"
"4494","4930564D02Rik"
"4495","4930565D16Rik"
"4496","4930565N06Rik"
"4497","4930567H12Rik"
"4498","4930567H17Rik"
"4499","4930567J20Rik"
"4500","4930567K12Rik"
"4501","4930567K20Rik"
"4502","4930568D16Rik"
"4503","4930568E12Rik"
"4504","4930568G15Rik"
"4505","4930570G19Rik"
"4506","4930571K23Rik"
"4507","4930571O06Rik"
"4508","4930572K03Rik"
"4509","4930572O03Rik"
"4510","4930572O13Rik"
"4511","4930573O16Rik"
"4512","4930577N17Rik"
"4513","4930578C19Rik"
"4514","4930578E11Rik"
"4515","4930578G10Rik"
"4516","4930578I06Rik"
"4517","4930578M01Rik"
"4518","4930578N18Rik"
"4519","4930579F01Rik"
"4520","4930579G18Rik"
"4521","4930579G24Rik"
"4522","4930579H20Rik"
"4523","4930579J19Rik"
"4524","4930579P08Rik"
"4525","4930583K01Rik"
"4526","4930583P06Rik"
"4527","4930584F24Rik"
"4528","4930586N03Rik"
"4529","4930587E11Rik"
"4530","4930590J08Rik"
"4531","4930590L20Rik"
"4532","4930591A17Rik"
"4533","4930591E09Rik"
"4534","4930592A05Rik"
"4535","4930592I03Rik"
"4536","4930593A02Rik"
"4537","4930593C16Rik"
"4538","4930594C11Rik"
"4539","4930594O21Rik"
"4540","4930595D18Rik"
"4541","4930595M18Rik"
"4542","4930596D02Rik"
"4543","4930596I21Rik"
"4544","4930597A21Rik"
"4545","4930597G03Rik"
"4546","4930598F16Rik"
"4547","4930599N23Rik"
"4548","4931402G19Rik"
"4549","4931403E22Rik"
"4550","4931403G20Rik"
"4551","4931406B18Rik"
"4552","4931406H21Rik"
"4553","4931406P16Rik"
"4554","4931408C20Rik"
"4555","4931408D14Rik"
"4556","4931409K22Rik"
"4557","4931414P19Rik"
"4558","4931417E11Rik"
"4559","4931419H13Rik"
"4560","4931420L22Rik"
"4561","4931423N10Rik"
"4562","4931428F04Rik"
"4563","4931428L18Rik"
"4564","4931429L15Rik"
"4565","4931429P17Rik"
"4566","4931430N09Rik"
"4567","4931431B13Rik"
"4568","4931431C16Rik"
"4569","4931431F19Rik"
"4570","4931440F15Rik"
"4571","4931440J10Rik"
"4572","4932411E22Rik"
"4573","4932411N23Rik"
"4574","4932412D23Rik"
"4575","4932413F04Rik"
"4576","4932414J04Rik"
"4577","4932414N04Rik"
"4578","4932415M13Rik"
"4579","4932416H05Rik"
"4580","4932416K20Rik"
"4581","4932429P05Rik"
"4582","4932435O22Rik"
"4583","4932438H23Rik"
"4584","4932443I19Rik"
"4585","4932702P03Rik"
"4586","4933400A11Rik"
"4587","4933400B14Rik"
"4588","4933400C23Rik"
"4589","4933400F21Rik"
"4590","4933400L20Rik"
"4591","4933401B06Rik"
"4592","4933401D09Rik"
"4593","4933401H06Rik"
"4594","4933402C06Rik"
"4595","4933402D24Rik"
"4596","4933402E13Rik"
"4597","4933402J07Rik"
"4598","4933402J10Rik"
"4599","4933402J15Rik"
"4600","4933402N03Rik"
"4601","4933402N22Rik"
"4602","4933402P03Rik"
"4603","4933403O08Rik"
"4604","4933404G15Rik"
"4605","4933404K08Rik"
"4606","4933404K13Rik"
"4607","4933404O12Rik"
"4608","4933405D12Rik"
"4609","4933405E24Rik"
"4610","4933405L10Rik"
"4611","4933405O20Rik"
"4612","4933406C10Rik"
"4613","4933406D12Rik"
"4614","4933406F09Rik"
"4615","4933406G16Rik"
"4616","4933406I18Rik"
"4617","4933406J08Rik"
"4618","4933406J10Rik"
"4619","4933406K04Rik"
"4620","4933406M09Rik"
"4621","4933407E24Rik"
"4622","4933407G14Rik"
"4623","4933407I05Rik"
"4624","4933407K13Rik"
"4625","4933407L21Rik"
"4626","4933408B17Rik"
"4627","4933408J17Rik"
"4628","4933408N05Rik"
"4629","4933409G03Rik"
"4630","4933409K07Rik"
"4631","4933409K07Rik;Ccl27b;Gm3893"
"4632","4933411E08Rik"
"4633","4933411G06Rik"
"4634","4933411K16Rik"
"4635","4933412E12Rik"
"4636","4933412E24Rik"
"4637","4933412O06Rik"
"4638","4933413G19Rik;Foxm1"
"4639","4933413J09Rik"
"4640","4933413L06Rik"
"4641","4933415F23Rik"
"4642","4933416C03Rik"
"4643","4933416E03Rik"
"4644","4933416I08Rik"
"4645","4933416M06Rik"
"4646","4933416M07Rik"
"4647","4933417A18Rik"
"4648","4933417D19Rik"
"4649","4933417E11Rik"
"4650","4933417G07Rik"
"4651","4933417O13Rik"
"4652","4933421I07Rik"
"4653","4933421O10Rik"
"4654","4933422A05Rik"
"4655","4933424G05Rik"
"4656","4933424G06Rik"
"4657","4933425B07Rik"
"4658","4933425L06Rik"
"4659","4933427D06Rik"
"4660","4933427D14Rik"
"4661","4933427E11Rik"
"4662","4933427E13Rik"
"4663","4933427G17Rik"
"4664","4933427I22Rik"
"4665","4933428C19Rik"
"4666","4933428G20Rik"
"4667","4933429K18Rik"
"4668","4933429O19Rik"
"4669","4933430H16Rik"
"4670","4933430I17Rik"
"4671","4933430M04Rik"
"4672","4933430N04Rik"
"4673","4933431E20Rik"
"4674","4933431G14Rik"
"4675","4933432G23Rik"
"4676","4933432I03Rik"
"4677","4933432I09Rik"
"4678","4933432K03Rik"
"4679","4933433C11Rik"
"4680","4933433F19Rik"
"4681","4933433G08Rik"
"4682","4933433G15Rik"
"4683","4933433G19Rik"
"4684","4933433H22Rik"
"4685","4933436E23Rik"
"4686","4933436H12Rik"
"4687","4933436I01Rik"
"4688","4933438B17Rik"
"4689","4933438K21Rik"
"4690","4933439C10Rik"
"4691","4933439K11Rik"
"4692","4933440J02Rik"
"4693","4933440M02Rik"
"4694","5031410I06Rik"
"4695","5031414D18Rik"
"4696","5031425F14Rik"
"4697","5031426D15Rik"
"4698","5031434C07Rik"
"4699","5031434O11Rik"
"4700","5031439G07Rik"
"4701","5033403F01Rik"
"4702","5033403H07Rik"
"4703","5033404E19Rik"
"4704","5033406O09Rik"
"4705","5033428I22Rik"
"4706","5330411J11Rik"
"4707","5330413P13Rik"
"4708","5330417C22Rik"
"4709","5330429B09Rik;6820431F20Rik"
"4710","5330434G04Rik"
"4711","5330439B14Rik"
"4712","5430401F13Rik"
"4713","5430402E10Rik"
"4714","5430402O13Rik"
"4715","5430403N17Rik"
"4716","5430405H02Rik"
"4717","5430416N02Rik"
"4718","5430416O09Rik"
"4719","5430419D17Rik"
"4720","5430421F17Rik"
"4721","5430421N21Rik;Krt81;Krt83;Krt85"
"4722","5430425K12Rik"
"4723","5430427M07Rik"
"4724","5430427O19Rik"
"4725","5430428K19Rik"
"4726","5430431A17Rik"
"4727","5430434I15Rik"
"4728","5430437J10Rik"
"4729","5430440P10Rik"
"4730","5530400C23Rik"
"4731","5530401A14Rik"
"4732","5530601H04Rik"
"4733","5730403I07Rik"
"4734","5730405O15Rik"
"4735","5730409E04Rik"
"4736","5730412P04Rik"
"4737","5730416F02Rik"
"4738","5730420D15Rik"
"4739","5730422E09Rik"
"4740","5730435O14Rik"
"4741","5730455P16Rik"
"4742","5730457N03Rik"
"4743","5730460C07Rik"
"4744","5730480H06Rik"
"4745","5730488B01Rik"
"4746","5730507C01Rik"
"4747","5730508B09Rik"
"4748","5730522E02Rik"
"4749","5730559C18Rik"
"4750","5830411N06Rik"
"4751","5830416I19Rik"
"4752","5830417I10Rik;Gon4l"
"4753","5830418P13Rik"
"4754","5830427D03Rik"
"4755","5830428M24Rik"
"4756","5830432E09Rik"
"4757","5830444B04Rik"
"4758","5830454E08Rik"
"4759","5830473C10Rik"
"4760","5930403L14Rik"
"4761","5930412G12Rik"
"4762","5930430L01Rik"
"4763","5930438M14Rik"
"4764","6030407O03Rik"
"4765","6030408B16Rik"
"4766","6030419C18Rik"
"4767","6030440G07Rik"
"4768","6030443J06Rik"
"4769","6030445D17Rik"
"4770","6030458C11Rik"
"4771","6030466F02Rik"
"4772","6030468B19Rik"
"4773","6030469F06Rik"
"4774","6030471H07Rik"
"4775","6030498E09Rik"
"4776","6330403A02Rik"
"4777","6330403K07Rik"
"4778","6330407A03Rik"
"4779","6330408A02Rik"
"4780","6330409D20Rik"
"4781","6330410L21Rik"
"4782","6330415B21Rik"
"4783","6330415G19Rik"
"4784","6330416G13Rik"
"4785","6330418K02Rik"
"4786","6430411K18Rik"
"4787","6430503K07Rik"
"4788","6430531B16Rik"
"4789","6430548M08Rik"
"4790","6430550D23Rik"
"4791","6430562O15Rik"
"4792","6430571L13Rik"
"4793","6430573F11Rik"
"4794","6430584L05Rik"
"4795","6430710C18Rik"
"4796","6530402F18Rik;Ntng2"
"4797","6530403H02Rik"
"4798","6530411M01Rik"
"4799","6720468P15Rik"
"4800","6720483E21Rik"
"4801","6720489N17Rik"
"4802","6820408C15Rik"
"4803","7420426K07Rik"
"4804","7420461P10Rik"
"4805","7420700N18Rik"
"4806","7420701I03Rik"
"4807","7530416G11Rik"
"4808","7630403G23Rik"
"4809","8030411F24Rik"
"4810","8030423F21Rik"
"4811","8030423J24Rik"
"4812","8030442B05Rik"
"4813","8030443G20Rik"
"4814","8030451O07Rik"
"4815","8030455M16Rik"
"4816","8030462N17Rik"
"4817","8430408G22Rik"
"4818","8430422H06Rik"
"4819","8430423G03Rik"
"4820","8430426J06Rik"
"4821","8430429K09Rik"
"4822","8430430B14Rik"
"4823","8430431K14Rik"
"4824","8430436N08Rik"
"4825","8430437L04Rik"
"4826","9030025P20Rik;Gm3435"
"4827","9030204H09Rik"
"4828","9030404E10Rik"
"4829","9030612E09Rik"
"4830","9030617O03Rik"
"4831","9030619P08Rik"
"4832","9030624G23Rik"
"4833","9030625G05Rik"
"4834","9130008F23Rik"
"4835","9130015A21Rik"
"4836","9130015L21Rik"
"4837","9130019O22Rik"
"4838","9130019P16Rik"
"4839","9130023H24Rik"
"4840","9130024F11Rik"
"4841","9130204L05Rik"
"4842","9130209A04Rik"
"4843","9130221F21Rik"
"4844","9130221H12Rik"
"4845","9130227L01Rik"
"4846","9130230L23Rik"
"4847","9130401M01Rik;Zhx1"
"4848","9130409I23Rik"
"4849","9130409J20Rik"
"4850","9230009I02Rik"
"4851","9230102K24Rik"
"4852","9230102O04Rik"
"4853","9230104L09Rik"
"4854","9230105E05Rik"
"4855","9230109A22Rik"
"4856","9230110C19Rik"
"4857","9230110F15Rik"
"4858","9230112D13Rik"
"4859","9230112J17Rik"
"4860","9230114K14Rik"
"4861","9230116L04Rik;Pigh"
"4862","9230116N13Rik"
"4863","9230117E06Rik"
"4864","9330020H09Rik"
"4865","9330102E08Rik"
"4866","9330111N05Rik"
"4867","9330117O12Rik"
"4868","9330133O14Rik"
"4869","9330136K24Rik"
"4870","9330151L19Rik"
"4871","9330158H04Rik"
"4872","9330159F19Rik"
"4873","9330159M07Rik"
"4874","9330162012Rik"
"4875","9330162B11Rik"
"4876","9330171B17Rik"
"4877","9330175E14Rik"
"4878","9330175M20Rik"
"4879","9330178D15Rik"
"4880","9330179D12Rik"
"4881","9330182L06Rik"
"4882","9330182O14Rik"
"4883","9330188P03Rik"
"4884","9330199G10Rik"
"4885","9430007A20Rik"
"4886","9430014N10Rik"
"4887","9430015G10Rik"
"4888","9430016H08Rik"
"4889","9430019J16Rik"
"4890","9430020K01Rik"
"4891","9430021M05Rik"
"4892","9430037G07Rik"
"4893","9430038I01Rik"
"4894","9430041J12Rik"
"4895","9430060I03Rik"
"4896","9430065F17Rik"
"4897","9430069I07Rik"
"4898","9430076C15Rik;Creb5"
"4899","9430078K24Rik"
"4900","9430083A17Rik"
"4901","9430091E24Rik"
"4902","9530002B09Rik"
"4903","9530003J23Rik"
"4904","9530014B07Rik"
"4905","9530020I12Rik"
"4906","9530026F06Rik"
"4907","9530026P05Rik"
"4908","9530027J09Rik"
"4909","9530036O11Rik"
"4910","9530051G07Rik"
"4911","9530052E02Rik"
"4912","9530053A07Rik"
"4913","9530059O14Rik"
"4914","9530062K07Rik"
"4915","9530068E07Rik"
"4916","9530077C05Rik"
"4917","9530080O11Rik"
"4918","9530082P21Rik"
"4919","9530091C08Rik"
"4920","9630001P10Rik"
"4921","9630013A20Rik"
"4922","9630013K17Rik"
"4923","9630014M24Rik"
"4924","9630028B13Rik"
"4925","9630028H03Rik"
"4926","9630028I04Rik"
"4927","9830107B12Rik"
"4928","9830132P13Rik"
"4929","9830147E19Rik"
"4930","9830166K06Rik"
"4931","9930012K11Rik"
"4932","9930014A18Rik"
"4933","9930021J03Rik"
"4934","9930022D16Rik"
"4935","9930104L06Rik"
"4936","9930111H07Rik"
"4937","9930111J21Rik1;9930111J21Rik2;Psme2b"
"4938","A130010J15Rik;Irf6"
"4939","A130077B15Rik"
"4940","A230001M10Rik"
"4941","A230009B12Rik"
"4942","A230020J21Rik"
"4943","A230028O05Rik"
"4944","A230046K03Rik"
"4945","A230050P20Rik"
"4946","A230056J06Rik"
"4947","A230056P14Rik"
"4948","A230057D06Rik"
"4949","A230065H16Rik"
"4950","A230070E04Rik"
"4951","A230072C01Rik"
"4952","A230072E10Rik"
"4953","A230077H06Rik"
"4954","A230083G16Rik"
"4955","A230103J11Rik"
"4956","A230108P19Rik"
"4957","A330008L17Rik"
"4958","A330009N23Rik"
"4959","A330015K06Rik"
"4960","A330023F24Rik;Mir29b-2;Mir29c"
"4961","A330032B11Rik"
"4962","A330040F15Rik"
"4963","A330041J22Rik"
"4964","A330048O09Rik"
"4965","A330049N07Rik"
"4966","A330050F15Rik"
"4967","A330069E16Rik"
"4968","A330070K13Rik"
"4969","A330074K22Rik"
"4970","A330076C08Rik"
"4971","A330076H08Rik;Mir344g"
"4972","A330093E20Rik"
"4973","A330102I10Rik"
"4974","A430005L14Rik"
"4975","A430033K04Rik"
"4976","A430046D13Rik"
"4977","A430078G23Rik"
"4978","A430078I02Rik"
"4979","A430085M09Rik"
"4980","A430089I19Rik"
"4981","A430090L17Rik"
"4982","A430093F15Rik"
"4983","A430105I19Rik"
"4984","A530006G24Rik"
"4985","A530013C23Rik"
"4986","A530016L24Rik"
"4987","A530021J07Rik"
"4988","A530032D15Rik;C130026I21Rik"
"4989","A530046M15Rik"
"4990","A530050N04Rik"
"4991","A530053G22Rik"
"4992","A530058N18Rik;C130080G10Rik"
"4993","A530064D06Rik"
"4994","A530065N20Rik"
"4995","A530072M11Rik"
"4996","A530088E08Rik"
"4997","A530095I07Rik"
"4998","A530099J19Rik"
"4999","A630001G21Rik"
"5000","A630005I04Rik"
"5001","A630010A05Rik"
"5002","A630012P03Rik;BC100571"
"5003","A630019I02Rik"
"5004","A630023A22Rik"
"5005","A630023P12Rik"
"5006","A630033H20Rik"
"5007","A630066F11Rik"
"5008","A630072M18Rik"
"5009","A630073D07Rik"
"5010","A630075F10Rik"
"5011","A630076J17Rik"
"5012","A630077J23Rik"
"5013","A630089N07Rik"
"5014","A630091E08Rik"
"5015","A630095E13Rik"
"5016","A630095N17Rik"
"5017","A730004F24Rik"
"5018","A730006G06Rik"
"5019","A730008H23Rik;Hjurp"
"5020","A730017C20Rik"
"5021","A730017L22Rik"
"5022","A730018C14Rik"
"5023","A730020E08Rik"
"5024","A730020M07Rik"
"5025","A730036I17Rik"
"5026","A730043L09Rik"
"5027","A730046J19Rik"
"5028","A730056A06Rik"
"5029","A730082K24Rik"
"5030","A730085E03Rik"
"5031","A730085K08Rik"
"5032","A730090N16Rik"
"5033","A830009L08Rik"
"5034","A830011K09Rik"
"5035","A830018L16Rik"
"5036","A830019L24Rik"
"5037","A830019P07Rik"
"5038","A830052D11Rik"
"5039","A830080D01Rik"
"5040","A830082K12Rik"
"5041","A830082N09Rik"
"5042","A930001A20Rik"
"5043","A930001C03Rik"
"5044","A930002C04Rik"
"5045","A930003A15Rik"
"5046","A930003O13Rik"
"5047","A930004D18Rik"
"5048","A930005H10Rik"
"5049","A930006I01Rik"
"5050","A930006K02Rik"
"5051","A930009A15Rik"
"5052","A930011G23Rik"
"5053","A930012L18Rik"
"5054","A930013F10Rik"
"5055","A930015D03Rik"
"5056","A930016O22Rik"
"5057","A930017K11Rik"
"5058","A930017M01Rik"
"5059","A930018M24Rik"
"5060","A930018P22Rik"
"5061","A930019D19Rik"
"5062","A930024E05Rik"
"5063","A930031H19Rik"
"5064","A930033H14Rik"
"5065","A930041C12Rik"
"5066","Accn1/B830045N13Rik;Brinp3"
"5067","Atp6v0a4;D630045J12Rik"
"5068","B020004C17Rik"
"5069","B020004J07Rik"
"5070","B020014A21Rik"
"5071","B020018J22Rik"
"5072","B020031M17Rik"
"5073","B130006D01Rik"
"5074","B130024G19Rik"
"5075","B130034C11Rik"
"5076","B230110G15Rik"
"5077","B230112J18Rik"
"5078","B230118H07Rik;Rag1"
"5079","B230119M05Rik"
"5080","B230206H07Rik"
"5081","B230208H11Rik"
"5082","B230209E15Rik"
"5083","B230214G05Rik"
"5084","B230216N24Rik"
"5085","B230217C12Rik"
"5086","B230219D22Rik"
"5087","B230307C23Rik"
"5088","B230312C02Rik"
"5089","B230319C09Rik"
"5090","B230323A14Rik"
"5091","B230354K17Rik"
"5092","B330016D10Rik"
"5093","B430010I23Rik"
"5094","B430202K04Rik"
"5095","B430212C06Rik"
"5096","B430306N03Rik"
"5097","B430319G15Rik"
"5098","B630005N14Rik"
"5099","B630019K06Rik"
"5100","B830017H08Rik"
"5101","B930018H19Rik"
"5102","B930025P03Rik"
"5103","B930041F14Rik"
"5104","B930059L03Rik"
"5105","B930092H01Rik"
"5106","BC060616;D930016D06Rik"
"5107","C030006K11Rik;Lrrc24"
"5108","C030007H22Rik"
"5109","C030013C21Rik"
"5110","C030013G03Rik"
"5111","C030016D13Rik"
"5112","C030018K13Rik"
"5113","C030023E24Rik"
"5114","C030029H02Rik"
"5115","C030034I22Rik"
"5116","C030034L19Rik"
"5117","C030037D09Rik"
"5118","C030039L03Rik"
"5119","C030046I01Rik;R3hdm4"
"5120","C130021I20Rik"
"5121","C130026L21Rik"
"5122","C130030K03Rik"
"5123","C130036L24Rik"
"5124","C130046K22Rik"
"5125","C130050O18Rik"
"5126","C130060C02Rik"
"5127","C130060K24Rik"
"5128","C130071C03Rik;Mir9-2"
"5129","C130073F10Rik"
"5130","C130074G19Rik"
"5131","C130079G13Rik"
"5132","C130083M11Rik"
"5133","C230004F18Rik"
"5134","C230014O12Rik"
"5135","C230024C17Rik"
"5136","C230029F24Rik"
"5137","C230035I16Rik"
"5138","C230037L18Rik"
"5139","C230071H18Rik"
"5140","C230072F16Rik"
"5141","C230079O03Rik"
"5142","C230091D08Rik"
"5143","C330004P14Rik"
"5144","C330006A16Rik"
"5145","C330007P06Rik"
"5146","C330011F03Rik"
"5147","C330013E15Rik"
"5148","C330013J21Rik"
"5149","C330018D20Rik"
"5150","C330021F23Rik"
"5151","C330022C24Rik"
"5152","C330024C12Rik"
"5153","C330024D21Rik"
"5154","C330027C09Rik"
"5155","C430002N11Rik"
"5156","C430049B03Rik;Mir322;Mir351;Mir503"
"5157","C530008M17Rik"
"5158","C530044C16Rik"
"5159","C630028M04Rik"
"5160","C630031E19Rik"
"5161","C630043F03Rik"
"5162","C730002L08Rik"
"5163","C730027H18Rik"
"5164","C730036E19Rik"
"5165","C920006O11Rik"
"5166","C920009B18Rik"
"5167","C920021L13Rik"
"5168","C920025E04Rik;H2-T23"
"5169","D030018L15Rik"
"5170","D030024E09Rik"
"5171","D030025E07Rik"
"5172","D030025P21Rik"
"5173","D030028A08Rik"
"5174","D030040B21Rik"
"5175","D030045P18Rik"
"5176","D030047H15Rik"
"5177","D030056L22Rik"
"5178","D030068K23Rik"
"5179","D130009I18Rik"
"5180","D130017N08Rik;DQ725131"
"5181","D130020L05Rik"
"5182","D130040H23Rik"
"5183","D130043K22Rik"
"5184","D230025D16Rik"
"5185","D230030E09Rik"
"5186","D330023K18Rik"
"5187","D330041H03Rik"
"5188","D330045A20Rik"
"5189","D330046F09Rik"
"5190","D330050G23Rik"
"5191","D330050I16Rik"
"5192","D430019H16Rik"
"5193","D430020J02Rik"
"5194","D430036J16Rik"
"5195","D430041D05Rik"
"5196","D430042O09Rik"
"5197","D530049I02Rik"
"5198","D630003M21Rik"
"5199","D630010B17Rik"
"5200","D630011A20Rik"
"5201","D630013N20Rik"
"5202","D630023F18Rik"
"5203","D630024D03Rik"
"5204","D630029K05Rik"
"5205","D630033O11Rik"
"5206","D630039A03Rik"
"5207","D630041G03Rik"
"5208","D630045M09Rik"
"5209","D730001G18Rik"
"5210","D730005E14Rik"
"5211","D730045A05Rik"
"5212","D730048I06Rik;Gm17727"
"5213","D730050B12Rik"
"5214","D830005E20Rik"
"5215","D830013O20Rik"
"5216","D830026I12Rik"
"5217","D830030K20Rik"
"5218","D830031N03Rik"
"5219","D830032E09Rik"
"5220","D830046C22Rik"
"5221","D930007P13Rik"
"5222","D930015E06Rik"
"5223","D930015M05Rik"
"5224","D930020B18Rik"
"5225","D930028M14Rik"
"5226","D930032P07Rik"
"5227","D930048N14Rik"
"5228","E030003E18Rik"
"5229","E030011O05Rik;Zbtb38"
"5230","E030013I19Rik"
"5231","E030018B13Rik"
"5232","E030019B13Rik"
"5233","E030024N20Rik"
"5234","E030025P04Rik"
"5235","E030030I06Rik"
"5236","E030044B06Rik"
"5237","E130006D01Rik"
"5238","E130008D07Rik"
"5239","E130012A19Rik"
"5240","E130018N17Rik"
"5241","E130018O15Rik"
"5242","E130102H24Rik;Mir101a"
"5243","E130114P18Rik"
"5244","E130201H02Rik"
"5245","E130215H24Rik"
"5246","E130218I03Rik"
"5247","E130304I02Rik"
"5248","E130307A14Rik"
"5249","E130308A19Rik"
"5250","E130309D02Rik"
"5251","E130310I04Rik"
"5252","E130311K13Rik"
"5253","E230013L22Rik"
"5254","E230016K23Rik"
"5255","E230016M11Rik"
"5256","E230025N22Rik"
"5257","E230029C05Rik"
"5258","E330009J07Rik"
"5259","E330011O21Rik"
"5260","E330012B07Rik"
"5261","E330013P04Rik"
"5262","E330014E10Rik;Gm3286"
"5263","E330017A01Rik"
"5264","E330017L17Rik"
"5265","E330020D12Rik"
"5266","E330021D16Rik"
"5267","E330023G01Rik"
"5268","E330033B04Rik"
"5269","E330034G19Rik"
"5270","E430018J23Rik"
"5271","E430025E21Rik"
"5272","E530001F21Rik"
"5273","E530011L22Rik"
"5274","F420014N23Rik"
"5275","F630028O10Rik;Mir223"
"5276","F630042J09Rik"
"5277","F630111L10Rik;P2ry14"
"5278","F630206G17Rik"
"5279","F730035M05Rik"
"5280","F730043M19Rik"
"5281","F830002L21Rik"
"5282","F830016B08Rik"
"5283","F830045P16Rik"
"5284","F930015N05Rik"
"5285","G630025P09Rik"
"5286","G630055G22Rik"
"5287","G630064G18Rik"
"5288","G630071F17Rik"
"5289","G630093K05Rik"
"5290","G730013B05Rik"
"5291","I730028E13Rik"
"5292","I730030J21Rik"
"5293","I830077J02Rik"
"5294","AA467197;Mir147"
"5295","Abca2;Mir3087"
"5296","Abcf1;Mir877"
"5297","Acap1;BC064116;Mir6924"
"5298","Acly;Mir7116"
"5299","Actr5;Mir3474"
"5300","Actr8;Mir6947"
"5301","Acvr1b;Mir6962"
