"","x"
"2263","AK087886"
"2264","AK087906;Myo15b"
"2265","AK087918;Pex13"
"2266","AK087920;Arfgef2"
"2267","AK088162"
"2268","AK088368"
"2269","AK088428"
"2270","AK088440"
"2271","AK088542;AK140594;Hmg20a"
"2272","AK088578;Lck;Mir8119"
"2273","AK088651;Glcci1;Umad1"
"2274","AK088668"
"2275","AK088734;Mapre2"
"2276","AK088779;AK155856;Ogdh"
"2277","AK088822;Efl1"
"2278","AK088937"
"2279","AK088944;Nav2"
"2280","AK088966;Stat5b"
"2281","AK089008"
"2282","AK089020"
"2283","AK089049"
"2284","AK089118;AK140370;Mir670"
"2285","AK089123"
"2286","AK089125;Mir6901;Sned1"
"2287","AK089137;Col26a1"
"2288","AK089146"
"2289","AK089155"
"2290","AK089209;Naa40"
"2291","AK089283;Slc7a11"
"2292","AK089347;Wdr91"
"2293","AK089373"
"2294","AK089375"
"2295","AK089379;Golgb1"
"2296","AK089420"
"2297","AK089447;Glipr1"
"2298","AK089468"
"2299","AK089512"
"2300","AK089519"
"2301","AK089615;AK137243;BC032181"
"2302","AK089628"
"2303","AK089714;Rnf121"
"2304","AK089801;Cd69"
"2305","AK089903;Lnpep"
"2306","AK089914"
"2307","AK089957"
"2308","AK090061"
"2309","AK090150"
"2310","AK090163"
"2311","AK090209;AK143085"
"2312","AK090226;Arhgap24"
"2313","AK090257"
"2314","AK090268"
"2315","AK090363;Eif4enif1"
"2316","AK090372;Gk5"
"2317","AK090393;Tgfbr2"
"2318","AK131644;H13"
"2319","AK131678"
"2320","AK131696"
"2321","AK131712"
"2322","AK131739"
"2323","AK131742"
"2324","AK131746"
"2325","AK131759"
"2326","AK131776"
"2327","AK131781"
"2328","AK131828"
"2329","AK131831"
"2330","AK131873"
"2331","AK131876;Sis"
"2332","AK131900"
"2333","AK132074"
"2334","AK132084"
"2335","AK132089"
"2336","AK132154"
"2337","AK132189"
"2338","AK132322;Iqck"
"2339","AK132440"
"2340","AK132443"
"2341","AK132462"
"2342","AK132490"
"2343","AK132533"
"2344","AK132535"
"2345","AK132605"
"2346","AK132630"
"2347","AK132634"
"2348","AK132687"
"2349","AK132720"
"2350","AK132723"
"2351","AK132743"
"2352","AK132765"
"2353","AK132829"
"2354","AK132865"
"2355","AK132872"
"2356","AK132885"
"2357","AK132898"
"2358","AK132911;Mga"
"2359","AK132919;Muc3"
"2360","AK132920"
"2361","AK132957"
"2362","AK132980"
"2363","AK132997"
"2364","AK133014"
"2365","AK133024"
"2366","AK133032"
"2367","AK133038"
"2368","AK133078"
"2369","AK133093"
"2370","AK133142"
"2371","AK133155"
"2372","AK133162"
"2373","AK133166"
"2374","AK133228"
"2375","AK133250"
"2376","AK133261"
"2377","AK133303"
"2378","AK133319"
"2379","AK133391"
"2380","AK133405"
"2381","AK133550;Smg1"
"2382","AK133627"
"2383","AK133650"
"2384","AK133807"
"2385","AK133808"
"2386","AK134122;Mtss1"
"2387","AK134133;Wdr37"
"2388","AK134158"
"2389","AK134203"
"2390","AK134234"
"2391","AK134244"
"2392","AK134270"
"2393","AK134344"
"2394","AK134400"
"2395","AK134451;Myo6"
"2396","AK134468;G530011O06Rik"
"2397","AK134520"
"2398","AK134546"
"2399","AK134555;Gmps"
"2400","AK134652"
"2401","AK134703"
"2402","AK134715"
"2403","AK134717;Fus"
"2404","AK134750;Dync1i2"
"2405","AK134802"
"2406","AK134859"
"2407","AK134928"
"2408","AK134933"
"2409","AK134947"
"2410","AK134976"
"2411","AK135004"
"2412","AK135172;Xkr4"
"2413","AK135185;Ldlrad3"
"2414","AK135187;Umps"
"2415","AK135254"
"2416","AK135264;AK207571;Sep15"
"2417","AK135302;Cs"
"2418","AK135313"
"2419","AK135323;AK163779;Sbf2"
"2420","AK135377"
"2421","AK135399;Ift80"
"2422","AK135406"
"2423","AK135429"
"2424","AK135471"
"2425","AK135544;Ppp1r2"
"2426","AK135647;AK148282;Gnpat;Trim67"
"2427","AK135649;Fbxw7"
"2428","AK135663"
"2429","AK135671"
"2430","AK135675;AK139882"
"2431","AK135688"
"2432","AK135691"
"2433","AK135703"
"2434","AK135736"
"2435","AK135744"
"2436","AK135764"
"2437","AK135766"
"2438","AK135767"
"2439","AK135774;AK145360"
"2440","AK135804"
"2441","AK135813;AK135963"
"2442","AK135830"
"2443","AK135852"
"2444","AK135878"
"2445","AK135896"
"2446","AK135904"
"2447","AK135932"
"2448","AK135960"
"2449","AK135986"
"2450","AK135997"
"2451","AK136006"
"2452","AK136017"
"2453","AK136039"
"2454","AK136047"
"2455","AK136128"
"2456","AK136146"
"2457","AK136154"
"2458","AK136190;AK139528"
"2459","AK136239"
"2460","AK136253"
"2461","AK136276"
"2462","AK136414;Tbc1d12"
"2463","AK136420;Coq5"
"2464","AK136422"
"2465","AK136435;Gatad2b"
"2466","AK136501"
"2467","AK136601"
"2468","AK136606;AK162741;Rapgef6"
"2469","AK136612;Plagl2"
"2470","AK136642"
"2471","AK136722"
"2472","AK136780"
"2473","AK136784;Dhdds"
"2474","AK136817;Gm15645"
"2475","AK136863"
"2476","AK136903"
"2477","AK136907"
"2478","AK136931"
"2479","AK136986;Paxip1"
"2480","AK137017;Tmem5"
"2481","AK137033"
"2482","AK137098;Mrpl16"
"2483","AK137100"
"2484","AK137190"
"2485","AK137262;AK141527;Cdk12;Mir5119"
"2486","AK137341"
"2487","AK137356;Sptbn1"
"2488","AK137372"
"2489","AK137397"
"2490","AK137423"
"2491","AK137428"
"2492","AK137436;AK164272;Lats2;Xpo4"
"2493","AK137448"
"2494","AK137525;Ccl3"
"2495","AK137533"
"2496","AK137566;Tmcc1"
"2497","AK137583"
"2498","AK137608"
"2499","AK137696"
"2500","AK137786;Pigu"
"2501","AK137816"
"2502","AK137839"
"2503","AK137844;Zcwpw1"
"2504","AK137856"
"2505","AK137868;Kdm4c"
"2506","AK137985;Gosr1"
"2507","AK138064;Nup98"
"2508","AK138088;Sos2"
"2509","AK138141"
"2510","AK138161"
"2511","AK138215"
"2512","AK138222"
"2513","AK138253"
"2514","AK138291"
"2515","AK138307"
"2516","AK138323"
"2517","AK138343;AK161373"
"2518","AK138348"
"2519","AK138361;Gbx2"
"2520","AK138371"
"2521","AK138383"
"2522","AK138412;Phf24"
"2523","AK138421"
"2524","AK138429"
"2525","AK138450"
"2526","AK138451"
"2527","AK138462"
"2528","AK138476"
"2529","AK138505"
"2530","AK138521"
"2531","AK138554"
"2532","AK138559"
"2533","AK138567"
"2534","AK138587"
"2535","AK138592"
"2536","AK138624"
"2537","AK138658"
"2538","AK138660"
"2539","AK138667"
"2540","AK138733"
"2541","AK138781;Mir761;Nrd1"
"2542","AK138792"
"2543","AK138842;AK153828"
"2544","AK138849"
"2545","AK138852;AK139373;Smim14"
"2546","AK138853"
"2547","AK138856;Setd5"
"2548","AK138907"
"2549","AK138921"
"2550","AK138941"
"2551","AK138949"
"2552","AK139001"
"2553","AK139076"
"2554","AK139109"
"2555","AK139164"
"2556","AK139189"
"2557","AK139230"
"2558","AK139359"
"2559","AK139385"
"2560","AK139430;Med19"
"2561","AK139461"
"2562","AK139503"
"2563","AK139513"
"2564","AK139516"
"2565","AK139544"
"2566","AK139585"
"2567","AK139591"
"2568","AK139607"
"2569","AK139611"
"2570","AK139634"
"2571","AK139698"
"2572","AK139721"
"2573","AK139813"
"2574","AK139814"
"2575","AK139864"
"2576","AK140017"
"2577","AK140018;Mtg1"
"2578","AK140049;Pkd1l1"
"2579","AK140090"
"2580","AK140147"
"2581","AK140192"
"2582","AK140198"
"2583","AK140218"
"2584","AK140221"
"2585","AK140292"
"2586","AK140306;Tspan8"
"2587","AK140335;BC040690;Wwc2"
"2588","AK140437"
"2589","AK140446"
"2590","AK140512"
"2591","AK140531"
"2592","AK140543;Clip1"
"2593","AK140550"
"2594","AK140580"
"2595","AK140583"
"2596","AK140592"
"2597","AK140632"
"2598","AK140654"
"2599","AK140702;Ufc1"
"2600","AK140708;Tarsl2"
"2601","AK140721;Tomm40l"
"2602","AK140725;Sf1"
"2603","AK140738"
"2604","AK140766"
"2605","AK140771;Zfyve1"
"2606","AK140784;Wasl"
"2607","AK140860"
"2608","AK140892"
"2609","AK140919"
"2610","AK140921"
"2611","AK140926;Akirin2"
"2612","AK141015"
"2613","AK141018;Mapkap1"
"2614","AK141049"
"2615","AK141131"
"2616","AK141160;Ube2g1"
"2617","AK141187"
"2618","AK141314;Ccdc116"
"2619","AK141353;Slc16a6"
"2620","AK141396"
"2621","AK141411"
"2622","AK141523;Itfg1"
"2623","AK141540"
"2624","AK141565"
"2625","AK141617"
"2626","AK141620;Mir6769b;Unc13a"
"2627","AK141706"
"2628","AK141714;Zfp786"
"2629","AK141748"
"2630","AK141759;Arhgap5"
"2631","AK141780;Zc3h11a"
"2632","AK141794"
"2633","AK142028;Kif2a"
"2634","AK142048"
"2635","AK142135;Asxl2"
"2636","AK142161"
"2637","AK142217"
"2638","AK142297"
"2639","AK142386"
"2640","AK142406"
"2641","AK142416;Rsf1"
"2642","AK142431"
"2643","AK142535"
"2644","AK142547"
"2645","AK142573;Prmt3"
"2646","AK142585;Bmpr2"
"2647","AK142602"
"2648","AK142614"
"2649","AK142627"
"2650","AK142664"
"2651","AK142822"
"2652","AK142867"
"2653","AK142879"
"2654","AK142908"
"2655","AK142940"
"2656","AK142949"
"2657","AK142979"
"2658","AK143020;Rusc2"
"2659","AK143102"
"2660","AK143156"
"2661","AK143184;Cyth1"
"2662","AK143195"
"2663","AK143234;Scn2a1"
"2664","AK143266"
"2665","AK143365"
"2666","AK143659;Isca1"
"2667","AK143671;Esyt2"
"2668","AK143722"
"2669","AK143760"
"2670","AK143763"
"2671","AK143833"
"2672","AK143955;Tm2d1"
"2673","AK143957"
"2674","AK143961"
"2675","AK143968"
"2676","AK144055"
"2677","AK144056;Tgif1"
"2678","AK144104"
"2679","AK144120"
"2680","AK144143"
"2681","AK144172"
"2682","AK144265"
"2683","AK144274"
"2684","AK144295"
"2685","AK144297"
"2686","AK144366;Mir202;Mir7686"
"2687","AK144367;AK144485"
"2688","AK144375"
"2689","AK144448"
"2690","AK144545"
"2691","AK144610"
"2692","AK144617"
"2693","AK144662"
"2694","AK144664"
"2695","AK144695"
"2696","AK144747"
"2697","AK144798"
"2698","AK144834"
"2699","AK144843"
"2700","AK144859"
"2701","AK144862"
"2702","AK144875"
"2703","AK144897"
"2704","AK144912"
"2705","AK144962"
"2706","AK145095"
"2707","AK145113"
"2708","AK145129"
"2709","AK145144"
"2710","AK145161"
"2711","AK145162;Echdc1"
"2712","AK145172"
"2713","AK145215"
"2714","AK145231"
"2715","AK145276"
"2716","AK145289;Nfxl1"
"2717","AK145303"
"2718","AK145307"
"2719","AK145310"
"2720","AK145395"
"2721","AK145396;Maml3"
"2722","AK145533"
"2723","AK145614"
"2724","AK145742;Snap23"
"2725","AK145756;Zbtb26;Zbtb6"
"2726","AK145764"
"2727","AK145828"
"2728","AK146025"
"2729","AK146139"
"2730","AK146146"
"2731","AK146150"
"2732","AK146160"
"2733","AK146213"
"2734","AK146230"
"2735","AK146386"
"2736","AK146407"
"2737","AK146551"
"2738","AK146555"
"2739","AK146690"
"2740","AK146694"
"2741","AK146748"
"2742","AK146861"
"2743","AK146888"
"2744","AK146937"
"2745","AK146979"
"2746","AK147071"
"2747","AK147121"
"2748","AK148054;AK197973;Neat1"
"2749","AK148204;E130317F20Rik"
"2750","AK148217"
"2751","AK148313"
"2752","AK148373"
"2753","AK148389"
"2754","AK148422"
"2755","AK148617;Slc1a4"
"2756","AK148626;Rev3l"
"2757","AK148704;Ncor1"
"2758","AK148780;AW554918"
"2759","AK148781;AK164084;Slx4ip"
"2760","AK148827;Slc22a15"
"2761","AK148841;Mtus2"
"2762","AK148864;Ccpg1"
"2763","AK149000"
"2764","AK149132"
"2765","AK149157;Tmem169"
"2766","AK149174"
"2767","AK149188"
"2768","AK149205"
"2769","AK149260"
"2770","AK149307"
"2771","AK149313"
"2772","AK149321"
"2773","AK149461;Slc16a10"
"2774","AK149481;Cherp;Mir7068"
"2775","AK149733"
"2776","AK149842;Mthfsl"
"2777","AK149852"
"2778","AK150110"
"2779","AK150172"
"2780","AK150199"
"2781","AK150559"
"2782","AK150759;Trim12a"
"2783","AK151815"
"2784","AK153014"
"2785","AK153212"
"2786","AK153351"
"2787","AK153354;Slc35a3"
"2788","AK153427;P2rx4"
"2789","AK153534"
"2790","AK153575"
"2791","AK153603;Ncaph2"
"2792","AK153640"
"2793","AK153656;Ubxn2b"
"2794","AK153770"
"2795","AK153773"
"2796","AK153807;Txk"
"2797","AK153821;Cct7"
"2798","AK153988;Cdip1"
"2799","AK154077;Atad3a"
"2800","AK154113;Kmt2e"
"2801","AK154184;Cyba"
"2802","AK154190"
"2803","AK154231"
"2804","AK154258"
"2805","AK154275"
"2806","AK154309;Sc5d"
"2807","AK154329;Cd80"
"2808","AK154450"
"2809","AK154587"
"2810","AK154635"
"2811","AK154966;Glrx"
"2812","AK154977"
"2813","AK154991"
"2814","AK155068"
"2815","AK155141"
"2816","AK155149;Zfp608"
"2817","AK155239"
"2818","AK155299"
"2819","AK155468"
"2820","AK155516"
"2821","AK155592;Sesn2"
"2822","AK155710;Cd86"
"2823","AK155714"
"2824","AK155738"
"2825","AK155839"
"2826","AK155840"
"2827","AK155877"
"2828","AK155917;AK170106;Lpl"
"2829","AK156075;Immp1l"
"2830","AK156119;Mtdh"
"2831","AK156148"
"2832","AK156215;Smad9"
"2833","AK156363"
"2834","AK156365"
"2835","AK156408"
"2836","AK156427"
"2837","AK156477;Hnrnph3"
"2838","AK156544"
"2839","AK156673;AK207024;BC049966"
"2840","AK156678"
"2841","AK156692"
"2842","AK156771"
"2843","AK156827"
"2844","AK156859"
"2845","AK156935"
"2846","AK156946;Ppp3cc"
"2847","AK156971;Rbm47"
"2848","AK156980"
"2849","AK156992"
"2850","AK157220"
"2851","AK157306"
"2852","AK157346"
"2853","AK157453"
"2854","AK157456"
"2855","AK157632"
"2856","AK157737;Grem1"
"2857","AK157755"
"2858","AK157795"
"2859","AK157807;St13"
"2860","AK157872"
"2861","AK157878"
"2862","AK157890;Nmd3"
"2863","AK157916"
"2864","AK157947;AK158148"
"2865","AK158015;Lman2l"
"2866","AK158038;Mir1231;Nav1"
"2867","AK158068;Emc2"
"2868","AK158152"
"2869","AK158157"
"2870","AK158189"
"2871","AK158286"
"2872","AK158291"
"2873","AK158295"
"2874","AK158301;Ranbp2"
"2875","AK158362;Gm11423"
"2876","AK158379;Psmd7"
"2877","AK158390"
"2878","AK158431;Fen1"
"2879","AK158452;Cd34"
"2880","AK158473"
"2881","AK158482"
"2882","AK158483;Pnkd"
"2883","AK158496;Mycbp2"
"2884","AK158547"
"2885","AK158612"
"2886","AK158658"
"2887","AK158810"
"2888","AK158854;AK163824;Fam175b"
"2889","AK158926"
"2890","AK158929;AK162963"
"2891","AK158974"
"2892","AK159010;Ryr2"
"2893","AK159017;Pdzd2"
"2894","AK159035"
"2895","AK159934"
"2896","AK159995;Nceh1"
"2897","AK160323;Cdcp1"
"2898","AK160359;Ube2j2"
"2899","AK160408;Tmem243"
"2900","AK160502;AK171782;Nsf"
"2901","AK160668"
"2902","AK160964;Rab8b"
"2903","AK160977;Mapk1"
"2904","AK161014;Itga9"
"2905","AK161019;BC037032"
"2906","AK161079;Cmtm8"
"2907","AK161166;Emp2"
"2908","AK161406"
"2909","AK161424"
"2910","AK161456;Cfap45"
"2911","AK161543;Ccdc43"
"2912","AK161589"
"2913","AK161590"
"2914","AK161684;Reep3"
"2915","AK161748;Slco2a1"
"2916","AK161769"
"2917","AK161938"
"2918","AK161964"
"2919","AK162036;Nars2"
"2920","AK162061;Tcam1"
"2921","AK162078;Zfhx3"
"2922","AK162138"
"2923","AK162339;Pafah1b1"
"2924","AK162351"
"2925","AK162361;Ptpn22"
"2926","AK162363"
"2927","AK162386"
"2928","AK162388"
"2929","AK162438"
"2930","AK162488;Gch1"
"2931","AK162540;Ankrd13a"
"2932","AK162546;Smurf2"
"2933","AK162602;Ube2e2"
"2934","AK162681;BC057145;Erbb2ip"
"2935","AK162765;Snx14"
"2936","AK162774"
"2937","AK162777;Aqp11"
"2938","AK162785;Nf1"
"2939","AK162790;AK169475;Rnpep"
"2940","AK162806;Smchd1"
"2941","AK162833"
"2942","AK162857;Kdm3b"
"2943","AK162911;BC048403"
"2944","AK162942;Tmbim4"
"2945","AK163002;Trat1"
"2946","AK163009"
"2947","AK163075;Psme4"
"2948","AK163089;Cpeb3"
"2949","AK163099"
"2950","AK163103"
"2951","AK163121"
"2952","AK163127;Dzip3"
"2953","AK163129;Picalm"
"2954","AK163148"
"2955","AK163151"
"2956","AK163158;Renbp"
"2957","AK163160"
"2958","AK163166;Ercc5"
"2959","AK163292"
"2960","AK163333"
"2961","AK163399;Coq10b"
"2962","AK163439"
"2963","AK163478;Palm"
"2964","AK163592;Dnaja2"
"2965","AK163598;Baz1b"
"2966","AK163662"
"2967","AK163667;BC048594"
"2968","AK163755;Klhl12"
"2969","AK163758;Dnaja1;Mir207"
"2970","AK163775;Smarcc2"
"2971","AK163846;Naa15"
"2972","AK163865"
"2973","AK163891;Msi2"
"2974","AK163898;BC025019;Hook1"
"2975","AK163900;Fam193b"
"2976","AK164016;Zfp106"
"2977","AK164019;Dlg1"
"2978","AK164085;Pgm2l1"
"2979","AK164121;Zfp207"
"2980","AK164124;Atp5j2"
"2981","AK164146;Ppa2"
"2982","AK164218"
"2983","AK164313;Numb"
"2984","AK164315"
"2985","AK164331"
"2986","AK164353"
"2987","AK164362;Rbpj"
"2988","AK164404;Nvl"
"2989","AK164412"
"2990","AK164460;Frk"
"2991","AK164564;Pdlim3"
"2992","AK164610;Rcor3"
"2993","AK164622;Tmem209"
"2994","AK164636;Fkrp"
"2995","AK164749;Gm12359"
"2996","AK164817;Stam"
"2997","AK164844;Edil3"
"2998","AK164905;Carf"
"2999","AK164986;Tmem2"
"3000","AK164996;Trpm3"
"3001","AK165059;Smarca2"
"3002","AK165076;Mbtd1"
"3003","AK165181;Hs2st1"
"3004","AK165223;Rbm43"
"3005","AK165297"
"3006","AK165336;Eif2b3"
"3007","AK165361;Ndufb5"
"3008","AK165366"
"3009","AK165388;Kif18b"
"3010","AK165407;Sirt3"
"3011","AK165451;Casp6"
"3012","AK165476;Nqo2"
"3013","AK165489"
"3014","AK165532;Mob4"
"3015","AK165607"
"3016","AK165756;Ppfia3"
"3017","AK165776"
"3018","AK165787;Stk25"
"3019","AK165804;AK169506"
"3020","AK166041"
"3021","AK166079"
"3022","AK166773"
"3023","AK166824"
"3024","AK166863;Rab14"
"3025","AK166895"
"3026","AK167063"
"3027","AK167137;Zc3hav1"
"3028","AK167360;Hinfp"
"3029","AK168184"
"3030","AK168746"
"3031","AK168778"
"3032","AK168779;AK185556;Ntmt1"
"3033","AK168848;Cab39"
"3034","AK168915"
"3035","AK169115;Dnajc22"
"3036","AK169493;Wdr7"
"3037","AK169509"
"3038","AK169549;Nmt1"
"3039","AK169555;Heatr5a"
"3040","AK169777;Plcg1"
"3041","AK169790;Hmbox1"
"3042","AK169802;Ikzf3"
"3043","AK169831"
"3044","AK169958;St3gal1"
"3045","AK169984;Oma1"
"3046","AK170033;Rhoa"
"3047","AK170353"
"3048","AK170409"
"3049","AK170464;Tnfrsf1b"
"3050","AK170551;Arhgap18"
"3051","AK170605;Trit1"
"3052","AK170612;Anxa1"
"3053","AK170703;Rassf5"
"3054","AK170771;Wdr53"
"3055","AK170837;Armcx5;Gprasp1;Mir7646"
"3056","AK171116;Laptm5"
"3057","AK171117;Coa4"
"3058","AK171153"
"3059","AK171159"
"3060","AK171187;Cdk8"
"3061","AK171330"
"3062","AK171391;Ccr5"
"3063","AK171586;Spint2"
"3064","AK171655;Fam210a;Mir7219"
"3065","AK171687;Bcl10"
"3066","AK171764"
"3067","AK171786;Me2"
"3068","AK171827;Stat3"
"3069","AK171899;Snx10"
"3070","AK171952;Tpgs2"
"3071","AK171953"
"3072","AK171956;Gpi1"
"3073","AK171960"
"3074","AK171966;Snx1"
"3075","AK172064;Xkrx"
"3076","AK172081;Malt1"
"3077","AK172129;Slc26a7"
"3078","AK172190;Rnf38"
"3079","AK172204"
"3080","AK172259;Susd6"
"3081","AK172359"
"3082","AK172386"
"3083","AK172440;Taf6"
"3084","AK172459"
"3085","AK172478;Peak1"
"3086","AK172490;Rel"
"3087","AK172592;Tbc1d5"
"3088","AK172601"
"3089","AK172630"
"3090","AK172662;Mkln1"
"3091","AK172672"
"3092","AK172704;Fam133b"
"3093","AK172714;Plekho2"
"3094","AK172721"
"3095","AK177718;Hcn3"
"3096","AK177772;Herc3"
"3097","AK177800;AK216694;Tcf25"
"3098","AK178082;Tmem181c-ps"
"3099","AK178359"
"3100","AK178429"
"3101","AK178890;Atp1b3"
"3102","AK179007"
"3103","AK179044;Carhsp1"
"3104","AK179066;Nr1d1"
"3105","AK179207;Tmem164"
"3106","AK179349;AK189633;AK198904;Mtch1"
"3107","AK179786"
"3108","AK179850;Hps4"
"3109","AK180019"
"3110","AK180077;Mir7019;Pink1"
"3111","AK180240;Dync1li1"
"3112","AK180712"
"3113","AK180745;Tmem189"
"3114","AK180852;Fam63a"
"3115","AK180939"
"3116","AK180973;AK196832;AK207863;Trpm1"
"3117","AK181631;AK218564"
"3118","AK181663;Kif3c"
"3119","AK181755;Tprgl"
"3120","AK181773;Cyc1"
"3121","AK181808"
"3122","AK181830"
"3123","AK181896;Zdhhc4"
"3124","AK181950;Shisa4"
"3125","AK182522;Med22"
"3126","AK182655;Ppp1ca"
"3127","AK182695"
"3128","AK182874"
"3129","AK182887"
"3130","AK183756;Paip2b"
"3131","AK183986"
"3132","AK184064;Heatr1"
"3133","AK184121"
"3134","AK184225;Coro1b"
"3135","AK184299;Mrps2"
"3136","AK184603"
"3137","AK184713"
"3138","AK184869;Josd1"
"3139","AK184946;Rnf11"
"3140","AK185415;Snx17"
"3141","AK185715;Zfp513"
"3142","AK186390;Sppl2b"
"3143","AK186759;Dlst"
"3144","AK186966;Mir6956;Triobp"
"3145","AK187054"
"3146","AK187594;Ccnd2"
"3147","AK187783"
"3148","AK187989;Pias1"
"3149","AK188430"
"3150","AK188772"
"3151","AK188793;Supt20"
"3152","AK188812"
"3153","AK188991;Cdk5rap3"
"3154","AK189005;mFLJ00251;Timm10b"
"3155","AK189100;Hpcal1"
"3156","AK189432"
"3157","AK189470"
"3158","AK189601"
"3159","AK189692;Aph1a"
"3160","AK189830;AK217388;Rarres2"
"3161","AK190465"
"3162","AK190492;Vps52"
"3163","AK190497;Fastk"
"3164","AK190779;Txn2"
"3165","AK190918;Pycr2"
"3166","AK191080;Stim1"
"3167","AK191411"
"3168","AK191498"
"3169","AK191694;Bop1"
"3170","AK191809;Ncdn"
"3171","AK192194"
"3172","AK192501;Nkiras2"
"3173","AK192544"
"3174","AK192600;Pcyt2"
"3175","AK192647"
"3176","AK192827"
"3177","AK192985"
"3178","AK193034"
"3179","AK193180;Rbck1"
"3180","AK193268;Fuz"
"3181","AK193543;Gde1"
"3182","AK193649;AK218719;Mlf2"
"3183","AK194005"
"3184","AK194371"
"3185","AK194623"
"3186","AK195755"
"3187","AK195756;Uba7"
"3188","AK195902"
"3189","AK195979"
"3190","AK196015"
"3191","AK196096;Pcsk7"
"3192","AK196141"
"3193","AK196542"
"3194","AK196840;Snx12"
"3195","AK196959"
"3196","AK197085;BC023829"
"3197","AK197180;L3mbtl2"
"3198","AK197603;Cdhr4;Ip6k1"
"3199","AK197669;Setd4"
"3200","AK197737"
"3201","AK197965;Dgcr2"
"3202","AK197994;Fkbp4"
"3203","AK198004"
"3204","AK198029;Mapkapk2"
"3205","AK198271;Rad54l"
"3206","AK198376;Srebf2"
"3207","AK198669;Ddr2"
"3208","AK198984"
"3209","AK198990;Prrc1"
"3210","AK199184"
"3211","AK199258"
"3212","AK199358;Mir7017;Wasf2"
"3213","AK199574;Klhl30"
"3214","AK199756;Hmga1-rs1"
"3215","AK200600"
"3216","AK200837"
"3217","AK201302"
"3218","AK201505;Sbk1"
"3219","AK201601"
"3220","AK202078"
"3221","AK202301"
"3222","AK202427"
"3223","AK202488"
"3224","AK202543"
"3225","AK202580"
"3226","AK202663"
"3227","AK202768;Ednrb"
"3228","AK203140"
"3229","AK203628"
"3230","AK203706"
"3231","AK203921;Tecpr1"
"3232","AK203938"
"3233","AK204212"
"3234","AK204365"
"3235","AK204461;Ppp1r16a"
"3236","AK204506;Glmp"
"3237","AK204799"
"3238","AK204824"
"3239","AK204918"
"3240","AK205023;Ccnd3"
"3241","AK205147"
"3242","AK205190"
"3243","AK205332"
"3244","AK205379"
"3245","AK205703"
"3246","AK205936"
"3247","AK206280;Fbln1"
"3248","AK206368;Mir6926;Sgsm2"
"3249","AK206655"
"3250","AK206687"
"3251","AK206780"
"3252","AK207408"
"3253","AK207499;Cpe"
"3254","AK207524;Mamdc4"
"3255","AK207580;Nrbp1"
"3256","AK207593"
"3257","AK207733"
"3258","AK207784;Wbp1"
"3259","AK207899"
"3260","AK208069;Gsto1"
"3261","AK208136;Fam129b"
"3262","AK208354"
"3263","AK208404"
"3264","AK208460"
"3265","AK208502;Pigs"
"3266","AK208506;Cxxc1"
"3267","AK208554"
"3268","AK208648;Colgalt1"
"3269","AK208673;Gm37013;Gm38666;Gm38667;Pcdha1;Pcdha10;Pcdha11;Pcdha12;Pcdha2;Pcdha3;Pcdha4;Pcdha5;Pcdha6;Pcdha7;Pcdha8;Pcdha9;Pcdhac1;Pcdhac2;Pcdhga1;Pcdhga10;Pcdhga11;Pcdhga12;Pcdhga2;Pcdhga3;Pcdhga4;Pcdhga5;Pcdhga6;Pcdhga7;Pcdhga8;Pcdhga9;Pcdhgb1;Pcdhgb2;Pcdhgb4;Pcdhgb5;Pcdhgb6;Pcdhgb7;Pcdhgb8;Pcdhgc3;Pcdhgc4;Pcdhgc5"
"3270","AK208745;Ap2s1"
"3271","AK209396"
"3272","AK209582;Slc11a2"
"3273","AK209647"
"3274","AK209885"
"3275","AK209947;Coq2"
"3276","AK210432;H2-Ke6;Slc39a7"
"3277","AK210555;Gm44504;Slc10a3;Ubl4a"
"3278","AK210685"
"3279","AK210908;Itm2c"
"3280","AK211096;Mir6954;Mroh1"
"3281","AK211100;Ehmt2"
"3282","AK211336"
"3283","AK211473"
"3284","AK211593;Timm50"
"3285","AK211817;Gga2"
"3286","AK211918;Mir7034;Tmem120a"
"3287","AK212155;Tmem9b"
"3288","AK212603"
"3289","AK212710"
"3290","AK212965"
"3291","AK213104;Zfpl1"
"3292","AK213166"
"3293","AK213200"
"3294","AK213359;Mcl1"
"3295","AK213404"
"3296","AK213543;Clstn3"
"3297","AK213609"
"3298","AK213636"
"3299","AK213652"
"3300","AK213749"
"3301","AK213775"
"3302","AK213804;Copz2"
"3303","AK214055"
"3304","AK214072"
"3305","AK214184"
"3306","AK214371"
"3307","AK214451"
"3308","AK214463;Slc35b2"
"3309","AK214512"
"3310","AK214604"
"3311","AK214641"
"3312","AK214683;Smad3"
"3313","AK214897;Supt5"
"3314","AK215051;Rab1b"
"3315","AK215081"
"3316","AK215237"
"3317","AK215297;Zmynd11"
"3318","AK215452;Rab28"
"3319","AK215506"
"3320","AK215526"
"3321","AK215772;Pi4k2a"
"3322","AK215788;Sox10"
"3323","AK215907;Rab8a"
"3324","AK216043"
"3325","AK216200;Tacc3"
"3326","AK216443"
"3327","AK216459"
"3328","AK216578"
"3329","AK216671;Pacs2"
"3330","AK216726"
"3331","AK216824"
"3332","AK216920"
"3333","AK217047"
"3334","AK217074;Rnf114"
"3335","AK217348;Rbm7"
"3336","AK217604"
"3337","AK217854"
"3338","AK217856;mKIAA1554"
"3339","AK217931;Nckipsd"
