"","BMP4_1ug","BMP4_2ug","NTC"
"Srcap",152,123,162
"Srcin1",3,3,3
"Srd5a1",56,28,106
"Srd5a2",0,1,1
"Srd5a3",204,196,234
"Srek1",754,537,947
"Srek1ip1",467,491,543
"Srfbp1",306,203,477
"Srgap1",103,72,93
"Srgap2",346,251,402
"Srgap3",27,22,38
"Srgn",11,16,45
"Sri",711,484,688
"Srl",100,80,109
"Srm",2946,2088,3972
"Srms",1,0,2
"Srp14",1380,1237,2173
"Srp19",1817,1384,2427
"Srp54b",53,31,67
"Srp68",826,591,1092
"Srp72",1708,1383,1947
"Srp9",372,293,524
"Srpk1",1213,1094,1216
"Srpk3",0,0,2
"Srpr",741,575,925
"Srprb",725,477,883
"Srpx2",1,3,2
"Srrd",262,246,365
"Srrm1",3494,2817,4365
"Srrm3",6,14,12
"Srrm4os",4,5,1
"Srsf1",6681,4817,9743
"Srsf11",2828,2079,3793
"Srsf12",3,2,12
"Srsf2",3697,2367,5819
"Srsf3",5655,4771,8386
"Srsf4",646,381,1052
"Srsf5",1080,707,1665
"Srsf6",3210,2089,5263
"Srsf7",4158,3533,6157
"Srsf9",1955,1425,2549
"Srxn1",95,97,63
"Sry",0,0,0
"Ss18",646,434,1063
"Ss18l1",30,30,30
"Ssbp1",1373,1171,2169
"Ssbp3",1813,1475,2119
"Ssbp4",102,76,110
"Ssc4d",13,34,10
"Ssc5d",6,9,6
"Ssfa2",167,100,231
"Ssh1",10,13,12
"Ssmem1",3,4,2
"Ssna1",598,537,718
"Sspn",3,12,2
"Sspo",13,16,19
"Ssr1",1584,1235,2066
"Ssr2",1602,1360,2201
"Ssr3",2217,1604,3052
"Ssr4",836,718,1360
"Ssrp1",3523,3009,4343
"Sst",0,0,10
"Sstr1",1,0,1
"Sstr2",0,3,3
"Sstr3",0,1,0
"Sstr4",0,0,0
"Sstr5",2,5,1
"Ssty1",0,0,0
"Ssty2",0,0,0
"Ssu2",2,3,2
"Ssu72",1311,994,1782
"Ssx9;Ssxb1;Ssxb5;Ssxb9",0,0,0
"Ssxa1",0,0,0
"Ssxb10",0,0,0
"Ssxb2",0,0,0
"St14",143,87,144
"St18",3,2,1
"St3gal2",181,145,245
"St3gal3",68,56,112
"St3gal4",50,33,46
"St3gal5",155,118,192
"St3gal6",35,61,74
"St5",74,73,80
"St6gal1",166,162,279
"St6gal2",0,3,0
"St6galnac1",0,0,0
"St6galnac2",58,44,34
"St6galnac3",17,20,39
"St6galnac4",169,79,146
"St6galnac5",0,3,2
"St6galnac6",88,49,105
"St7",65,63,101
"St7l",98,51,155
"St8sia1",2,9,2
"St8sia2",40,41,51
"St8sia3",149,193,180
"St8sia3os",0,0,0
"St8sia4",7,19,16
"St8sia5",3,0,1
"Stab1",2,1,10
"Stab2",0,2,3
"Stac",1,3,0
"Stac2",15,6,17
"Stac3",2,3,3
"Stag1",1010,773,1290
"Stag2",1129,1058,1742
"Stag3",22,40,16
"Stam2",285,183,355
"Stambp",74,59,71
"Stambpl1",21,25,28
"Stamos",11,37,15
"Stap1",0,0,1
"Stap2",84,74,129
"Star",8,14,18
"Stard10",201,139,207
"Stard13",30,15,37
"Stard3",179,121,268
"Stard3nl",128,199,219
"Stard4",160,129,139
"Stard5",121,105,165
"Stard6",6,10,3
"Stard7",1172,783,1499
"Stard8",428,366,454
"Stat1",78,43,80
"Stat2",77,66,76
"Stat4",23,16,15
"Stat5a",13,20,22
"Stat6",192,177,160
"Stau2",102,107,128
"Stbd1",62,45,92
"Stc1",26,23,40
"Stc2",100,44,54
"Steap1",46,28,54
"Steap2",51,72,57
"Steap3",8,4,17
"Steap4",1,5,7
"Stfa1",0,0,0
"Stfa2",0,0,0
"Stfa2l1",0,0,0
"Stfa3",0,1,0
"Stil",133,111,170
"Stim2",319,203,403
"Stk-ps2",0,0,0
"Stk10",158,78,143
"Stk11",607,468,818
"Stk11ip",167,126,161
"Stk16",450,373,689
"Stk17b",144,135,296
"Stk19",152,123,216
"Stk24",615,410,806
"Stk26",179,191,343
"Stk3",172,88,215
"Stk31",6,7,12
"Stk32a",31,21,22
"Stk32b",11,9,13
"Stk32c",1,0,5
"Stk33",0,3,1
"Stk35",134,130,155
"Stk36",39,37,52
"Stk38",535,380,694
"Stk38l",76,56,116
"Stk39",426,287,503
"Stk4",644,544,776
"Stk40",395,240,458
"Stkld1",0,1,1
"Stmn1-rs1",1,4,0
"Stmn2",422,368,682
"Stmn4",9,9,20
"Stmnd1",1,6,0
"Stom",13,15,16
"Stoml1",38,50,31
"Stoml2",1071,966,1380
"Stoml3",0,0,0
"Ston1",28,26,25
"Ston2",329,248,317
"Stox1",2,6,4
"Stox2",212,181,199
"Stpg2",0,1,0
"Stra13",291,209,475
"Stra6",48,68,69
"Stra6l",12,22,3
"Stra8",0,0,0
"Stradb",101,73,121
"Strap",2695,2121,4063
"Strbp",1202,948,1516
"Strc",0,0,0
"Strip1",255,237,430
"Strip2",5,9,8
"Strn",55,34,40
"Strn4",640,522,803
"Stt3a",850,644,1031
"Stt3b",1889,1488,2427
"Stx11",6,11,8
"Stx12",435,279,587
"Stx16",335,282,325
"Stx17",85,89,105
"Stx18",201,178,281
"Stx19",0,0,0
"Stx1a",36,36,37
"Stx1b",1,1,1
"Stx2",87,76,98
"Stx3",801,451,1164
"Stx4a",240,149,265
"Stx6",205,197,299
"Stx7",276,225,379
"Stx8",208,171,237
"Stxbp1",84,54,96
"Stxbp2",331,328,424
"Stxbp3",167,83,254
"Stxbp3-ps",0,0,1
"Stxbp4",227,214,323
"Stxbp5",190,106,242
"Stxbp5l",4,2,7
"Stxbp6",138,147,280
"Styk1",1,1,2
"Styx",18,9,40
"Styxl1",1,6,0
"Sub1",6434,4995,10414
"Sucla2",842,700,1362
"Suclg1",1471,1269,2079
"Suclg2",453,444,699
"Sucnr1",0,0,0
"Suco",608,391,658
"Sufu",334,243,472
"Sugp1",325,241,380
"Sugp2",122,84,116
"Sugt1",1699,1380,2729
"Sulf1",261,290,291
"Sulf2",265,219,353
"Sult1a1",0,0,1
"Sult1b1",2,0,0
"Sult1c1",0,0,0
"Sult1c2",0,0,0
"Sult1d1",0,0,1
"Sult1e1",7,6,8
"Sult2a1",0,0,0
"Sult2a2",0,0,0
"Sult2a3",0,0,0
"Sult2a4",0,0,0
"Sult2a5",0,0,0
"Sult2a6",0,0,0
"Sult2a7",0,0,0
"Sult2a8",0,0,0
"Sult2b1",11,5,11
"Sult3a1",0,0,0
"Sult4a1",119,137,134
"Sult5a1",20,24,26
"Sult6b1",2,4,2
"Sumf1",164,106,216
"Sumf2",146,114,153
"Sumo3",1887,1513,2564
"Sun1",247,197,249
"Sun2",51,45,51
"Sun3",5,4,7
"Sun5",0,0,0
"Suox",42,35,70
"Supt3",143,132,193
"Supt4a",669,609,1260
"Supt4b",2,3,4
"Supt6",944,780,1113
"Supv3l1",369,324,486
"Surf1",307,292,414
"Surf2",563,385,807
"Surf4",1622,1183,2040
"Surf6",524,270,619
"Susd1",6,4,4
"Susd2",4,5,2
"Susd3",6,14,10
"Susd4",35,28,24
"Susd5",32,56,41
"Suv39h1",610,426,927
"Suv39h2",671,486,864
"Suv420h2",241,234,275
"Suz12",1397,846,1643
"Sv2a",30,34,33
"Sv2b",2,4,5
"Sv2c",4,5,13
"Sva",0,0,0
"Sval1",0,0,0
"Sval2",0,0,0
"Sval3",0,0,0
"Svbp",416,398,687
"Svep1",9,12,10
"Svop",1,1,0
"Svs1",0,3,0
"Svs2",0,0,0
"Svs3a",0,0,0
"Svs3b",0,0,0
"Svs4",0,0,0
"Svs5",0,0,0
"Svs6",0,0,0
"Swi5",1736,1739,2994
"Swsap1",167,173,202
"Swt1",330,192,715
"Syap1",121,81,171
"Syce1",7,6,15
"Syce2",587,619,975
"Syce3",5,1,3
"Sycn",1,0,0
"Sycp1",3,1,12
"Sycp1-ps1",1,0,1
"Sycp2",5,14,1
"Sycp2l",1,0,1
"Sycp3",85,124,203
"Syde1",179,168,136
"Syde2",163,123,250
"Syf2",540,397,699
"Syk",27,37,33
"Sympk",197,118,233
"Syn2",1,2,3
"Syn3",3,5,9
"Syna",1,3,1
"Synb",0,0,0
"Sync",10,4,4
"Syncrip",2605,1797,3583
"Syndig1",40,31,72
"Syndig1l",107,55,157
"Syne1",14,18,21
"Syne3",4,3,5
"Syne4",57,53,70
"Syngap1",5,2,6
"Syngr1",96,46,67
"Syngr3",44,17,50
"Syngr4",4,22,7
"Synj1",174,106,199
"Synj2",14,11,5
"Synm",21,42,10
"Synpo",5,15,5
"Synpo2",0,1,1
"Synpo2l",14,8,15
"Synpr",0,0,1
"Synrg",163,109,156
"Syp",11,1,10
"Sypl",801,540,1187
"Sypl2",0,4,2
"Sys1",520,410,639
"Syt1",6,10,8
"Syt10",3,1,0
"Syt11",449,337,536
"Syt12",5,6,2
"Syt13",32,32,54
"Syt14",125,113,137
"Syt15",1,3,1
"Syt16",1,1,0
"Syt17",2,2,2
"Syt2",2,5,1
"Syt3",14,16,24
"Syt4",21,27,10
"Syt5",24,42,43
"Syt6",1,4,6
"Syt7",67,47,65
"Syt8",1,3,1
"Syt9",50,36,73
"Sytl1",6,13,5
"Sytl2",0,8,5
"Sytl3",2,0,2
"Sytl4",3,9,10
"Sytl5",4,0,6
"Szrd1",586,369,715
"Szt2",95,68,86
"T",2261,2703,3749
"T2",8,11,8
"TCR",0,0,0
"TCR alpha-chain",0,0,0
"TCRB;Trbv31",0,0,0
"TCRV-alpha 22.1;Trav10d;U26800",0,0,0
"TRAV5D-4",0,0,0
"TRNA_Ala",9,1,5
"TRNA_Arg",23,10,4
"TRNA_Asn",11,10,10
"TRNA_Asp",13,17,4
"TRNA_Cys",14,13,12
"TRNA_Gln",11,10,4
"TRNA_Glu",22,20,4
"TRNA_Gly",38,9,7
"TRNA_His",5,11,2
"TRNA_Ile",11,15,9
"TRNA_Leu",13,26,6
"TRNA_Lys",9,5,9
"TRNA_Met",9,7,0
"TRNA_Phe",1,1,1
"TRNA_Pro",4,10,4
"TRNA_SeC",2,0,0
"TRNA_Ser",44,25,10
"TRNA_Sup",1,0,0
"TRNA_Thr",3,5,3
"TRNA_Trp",6,2,3
"TRNA_Tyr",10,20,7
"TRNA_Val",9,11,7
"Taar1",0,0,0
"Taar2",0,0,0
"Taar3",0,0,0
"Taar4",0,0,0
"Taar5",0,0,0
"Taar6",0,0,0
"Taar7a",0,0,0
"Taar7b",0,0,0
"Taar7d",0,0,0
"Taar7e",0,0,0
"Taar7f",0,0,0
"Taar8a",0,0,0
"Taar8b",0,0,0
"Taar8c",0,0,0
"Taar9",0,0,0
"Tab1",112,108,106
"Tab3",255,172,339
"Tac4",1,3,0
"Tacc2",438,287,513
"Taco1",263,175,276
"Tacr1",0,0,0
"Tacr2",0,0,1
"Tacr3",1,0,1
"Tacstd2",234,49,144
"Tada1",151,115,282
"Tada2a",425,306,491
"Tada2b",164,118,239
"Tada3",328,272,370
"Taf1",506,371,574
"Taf10",1228,1052,1560
"Taf12",344,328,402
"Taf13",268,234,383
"Taf15",343,283,369
"Taf1a",244,213,260
"Taf1b",250,192,336
"Taf1c",145,69,157
"Taf2",445,337,537
"Taf3",433,277,481
"Taf4",321,175,367
"Taf4b",377,230,485
"Taf5",221,127,371
"Taf5l",373,244,541
"Taf6l;Tmem179b",388,483,528
"Taf7",707,655,917
"Taf7l",2,2,1
"Taf8",189,115,229
"Taf9b",18,20,26
"Tagap",24,10,25
"Tagap1",85,50,101
"Tagln",189,239,231
"Tagln3",6,5,7
"Tal1",43,52,82
"Tal2",16,21,10
"Taldo1",2260,1921,3250
"Tamm41",382,333,571
"Tanc1",227,132,268
"Tanc2",137,93,145
"Tango2",69,69,79
"Tango6",126,116,168
"Tank",127,100,181
"Taok1",1318,862,1524
"Taok2",193,122,257
"Taok3",58,62,94
"Tap1",22,26,23
"Tap2",7,5,9
"Tapbp",89,54,99
"Tapbpl",12,13,25
"Tapt1",127,75,166
"Tardbp",3898,3039,5694
"Tarm1",0,0,0
"Tars",2347,1755,3111
"Tars2",438,452,491
"Tas1r1",1,2,1
"Tas1r2",0,0,0
"Tas1r3",1,8,1
"Tas2r102",0,0,0
"Tas2r103",0,0,0
"Tas2r104",0,0,0
"Tas2r105",0,0,0
"Tas2r106",0,0,0
"Tas2r107",0,0,0
"Tas2r108",0,0,0
"Tas2r109",0,0,0
"Tas2r110",0,0,0
"Tas2r113",0,0,0
"Tas2r114",0,0,0
"Tas2r115",0,0,0
"Tas2r116",0,0,0
"Tas2r117",0,0,0
"Tas2r118",0,0,0
"Tas2r119",0,0,0
"Tas2r120",0,0,0
"Tas2r121",0,0,0
"Tas2r122",0,0,0
"Tas2r123",0,0,0
"Tas2r124",0,0,0
"Tas2r125",0,0,0
"Tas2r126",0,0,0
"Tas2r129",0,0,0
"Tas2r130",0,0,0
"Tas2r131",0,0,0
"Tas2r134",0,0,0
"Tas2r135",0,0,0
"Tas2r136",0,0,1
"Tas2r137",0,0,0
"Tas2r138",0,0,0
"Tas2r139",0,0,0
"Tas2r140",0,0,0
"Tas2r143",0,0,0
"Tas2r144",0,0,0
"Tasp1",79,102,145
"Tat",3,1,0
"Tatdn1",145,116,243
"Tatdn3",81,76,77
"Tax1bp1",1752,1485,2645
"Tax1bp3",7,15,12
"Taz",132,101,151
"Tbata",29,8,38
"Tbc1d1",386,241,536
"Tbc1d10a",148,94,134
"Tbc1d10b",461,240,491
"Tbc1d10c",2,12,4
"Tbc1d13",293,222,379
"Tbc1d14",194,123,341
"Tbc1d17",200,178,299
"Tbc1d19",160,159,243
"Tbc1d2",55,29,36
"Tbc1d20",77,45,68
"Tbc1d21",0,0,0
"Tbc1d22a",126,98,209
"Tbc1d22b",105,94,178
"Tbc1d22bos",0,0,0
"Tbc1d25",81,47,93
"Tbc1d2b",73,40,110
"Tbc1d30",2,10,8
"Tbc1d31",180,111,265
"Tbc1d32",45,53,84
"Tbc1d4",86,87,98
"Tbc1d7",258,213,313
"Tbc1d8",17,14,35
"Tbc1d8b",10,12,19
"Tbc1d9",60,66,114
"Tbc1d9b",193,185,250
"Tbca",1626,1370,3079
"Tbcb",1056,1077,1535
"Tbcc",240,249,259
"Tbccd1",172,134,203
"Tbcd",239,206,336
"Tbce",240,182,283
"Tbcel",172,103,197
"Tbck",124,99,129
"Tbk1",340,137,451
"Tbkbp1",35,27,38
"Tbl1x",556,476,605
"Tbl1xr1",608,532,797
"Tbl2",214,185,247
"Tbl3",683,697,1045
"Tbp",436,297,692
"Tbpl1",625,455,890
"Tbpl2",0,0,0
"Tbr1",8,15,8
"Tbrg1",2483,2009,2152
"Tbrg3",38,33,47
"Tbrg4",873,611,1030
"Tbx1",29,43,8
"Tbx10",0,1,0
"Tbx15",3,8,9
"Tbx18",8,6,11
"Tbx19",0,0,0
"Tbx2",69,51,44
"Tbx20",308,382,485
"Tbx21",5,6,8
"Tbx22",1,0,1
"Tbx3",556,422,578
"Tbx3os2",2,3,0
"Tbx4",6,8,7
"Tbx5",11,29,5
"Tbx6",126,211,228
"Tbxa2r",36,27,25
"Tbxas1",0,1,2
"Tc2n",15,23,26
"TcR V alpha",0,0,0
"Tcaf1",148,134,204
"Tcaf2",38,38,61
"Tcaf3",0,0,0
"Tcaim",55,66,46
"Tcap",0,2,2
"Tcea2",29,26,27
"Tcea3",52,123,129
"Tceal1",41,77,87
"Tceal3",24,22,25
"Tceal5",67,49,71
"Tceal6",28,38,52
"Tceal7",24,8,25
"Tceal8",2314,2484,4131
"Tceanc",41,120,31
"Tceanc2",306,260,369
"Tceb1",2118,1566,3602
"Tceb2",3547,3308,6030
"Tceb3",466,286,592
"Tcerg1",2396,1705,3225
"Tcerg1l",12,9,22
"Tcf12",716,524,951
"Tcf15",37,49,64
"Tcf19",98,144,124
"Tcf20",479,289,494
"Tcf21",7,7,3
"Tcf23",1,0,0
"Tcf24",8,9,14
"Tcf3",1160,932,1661
"Tcf4",536,597,785
"Tcf7",789,620,1076
"Tcf7l1",1638,1150,2034
"Tcf7l2",642,603,812
"Tcfl5",330,308,577
"Tchh",19,56,17
"Tchhl1",0,0,0
"Tcirg1",78,47,46
"Tcl1",0,0,0
"Tcl1b1",0,0,0
"Tcl1b2",0,0,0
"Tcl1b3",0,0,0
"Tcl1b4",0,0,0
"Tcl1b5",0,0,0
"Tcn2",131,116,102
"Tcof1",2172,1680,2149
"Tcp1",7068,5757,10329
"Tcp10a",0,0,0
"Tcp10b;Tcp10c",0,0,0
"Tcp11",6,18,14
"Tcp11l2",25,7,30
"Tcp11x2",2,12,2
"Tcra-V2",0,0,0
"Tcrg-C1",0,0,1
"Tcrg-V1",0,0,0
"Tcrg-V7",0,0,0
"Tcstv1",0,0,1
"Tcstv3",0,0,0
"Tcta",29,50,36
"Tcte1",0,3,0
"Tcte2",10,10,3
"Tctex1d1",36,25,32
"Tctex1d2",147,111,224
"Tctex1d4",0,2,0
"Tctn1",53,43,52
"Tctn2",195,130,200
"Tdg",79,125,123
"Tdgf1",557,337,1373
"Tdh",156,105,144
"Tdo2",43,45,44
"Tdp1",311,267,426
"Tdp2",516,420,903
"Tdpoz1",0,0,0
"Tdpoz2",0,0,0
"Tdpoz3",0,0,0
"Tdpoz4",0,0,0
"Tdpoz5",0,0,0
"Tdrd1",20,15,8
"Tdrd12",18,14,12
"Tdrd3",346,290,513
"Tdrd5",21,35,18
"Tdrd6",0,3,3
"Tdrd7",35,26,52
"Tdrd9",0,3,1
"Tdrp",109,71,158
"Tead1",814,591,971
"Tead2",2854,2375,3912
"Tead3",72,45,65
"Tead4",120,40,76
"Tec",34,19,49
"Tecpr2",73,48,63
"Tecr",1241,1397,1890
"Tecrl",0,0,0
"Tecta",0,1,2
"Tectb",0,0,1
"Teddm1a",0,0,0
"Teddm1b",0,0,0
"Teddm3",1,0,0
"Tef",195,176,265
"Tefm",166,186,175
"Tek",11,6,17
"Tekt1",29,42,57
"Tekt2",16,19,37
"Tekt3",0,0,0
"Tekt4",9,13,7
"Tekt5",1,0,2
"Telo2",155,143,248
"Ten1",213,159,314
"Tenm1",1,1,0
"Tenm2",5,8,2
"Tenm3",289,257,362
"Tenm4",386,388,559
"Tep1",66,69,66
"Tepp",0,2,0
"Terc",7,3,3
"Terf1",551,445,813
"Terf2ip",213,130,300
"Tert",5,2,9
"Tes",778,556,1034
"Tesc",10,8,15
"Tescl",1,1,4
"Tesk1",262,136,402
"Tesk2",56,34,123
"Tespa1",0,0,0
"Tet1",783,576,836
"Tet2",58,54,47
"Tet3",269,225,255
"Tex10",1000,621,1483
"Tex101",8,11,3
"Tex11",0,3,2
"Tex12",0,3,2
"Tex13",3,3,24
"Tex13a",0,0,0
"Tex14",3,7,2
"Tex15",138,101,127
"Tex16",4,5,1
"Tex19.1",385,128,346
"Tex19.2",2,7,1
"Tex2",142,50,162
"Tex21",8,12,3
"Tex22",0,3,0
"Tex24",0,0,0
"Tex26",13,11,8
"Tex261",238,205,254
"Tex264",239,127,221
"Tex28",0,0,0
"Tex29",0,1,0
"Tex30",393,246,851
"Tex33",0,0,0
"Tex35",1,1,2
"Tex36",1,0,0
"Tex37",0,1,0
"Tex38",0,3,0
"Tex40",4,11,2
"Tex43",3,1,1
"Tex9",366,248,464
"Tfam",1416,1082,1795
"Tfap2a",196,113,140
"Tfap2b",0,0,0
"Tfap2c",777,310,481
"Tfap2d",0,1,0
"Tfap2e",5,5,7
"Tfap4",206,235,214
"Tfb1m",125,117,119
"Tfb2m",118,81,199
"Tfcp2",74,88,62
"Tfcp2l1",117,60,83
"Tfdp1",932,603,1250
"Tfdp2",730,551,913
"Tfe3",597,299,577
"Tfeb",88,22,51
"Tfec",8,6,16
"Tff1",0,0,0
"Tff2",0,0,0
"Tff3",0,1,0
"Tfg",939,570,1297
"Tfip11",351,258,426
"Tfpi",219,152,234
"Tfpi2",4,7,6
"Tfpt",151,92,187
"Tfr2",5,14,8
"Tg",0,1,0
"Tgds",222,201,301
"Tgfa",14,14,26
"Tgfb1",55,46,66
"Tgfb1i1",98,105,120
"Tgfb2",134,160,176
"Tgfb3",12,2,6
"Tgfbi",17,23,27
"Tgfbr1",440,339,606
"Tgfbr3",194,129,338
"Tgfbr3l",6,20,8
"Tgfbrap1",122,65,135
"Tgif2lx2",0,0,0
"Tgoln1",816,600,962
"Tgs1",728,566,1060
"Th",1,2,0
"Tha1",10,21,4
"Thada",183,151,234
"Thap1",228,204,375
"Thap11",724,447,1137
"Thap2",112,94,190
"Thap3",141,113,120
"Thap4",327,232,468
"Thap6",169,191,160
"Thap7",134,134,148
"Thap8",0,1,0
"Thbd",47,49,62
"Thbs1",19,15,59
"Thbs2",15,8,10
"Thbs3",134,137,125
"Thbs4",8,14,11
"Theg",0,0,0
"Thegl",0,0,1
"Them4",84,95,100
"Them5",7,5,22
"Them6",33,36,44
"Them7",0,0,0
"Themis",1,0,0
"Themis2",0,1,0
"Themis3",0,0,0
"Thg1l",271,213,467
"Thnsl1",82,119,73
"Thnsl2",15,25,27
"Thoc1",805,641,1190
"Thoc2",1201,917,1471
"Thoc3",1222,997,1466
"Thoc5",518,418,681
"Thoc6",550,494,691
"Thoc7",1405,1211,2115
"Thop1",849,759,1005
"Thpo",30,20,42
"Thrap3",1404,1056,1749
"Thrb",1,0,3
"Thrsp",0,0,2
"Thsd1",5,4,6
"Thsd4",3,3,12
"Thsd7a",37,37,63
"Thsd7b",0,0,1
"Thtpa;Zfhx2os",46,47,47
"Thumpd1",1068,685,1339
"Thumpd2",81,86,98
"Thumpd3",609,504,718
"Thy1",46,39,76
"Thyn1",951,912,1535
"Tia1",520,446,682
"Tiam1",249,160,263
"Tiam2",32,29,62
"Ticam1",33,30,22
"Ticam2",24,41,24
"Ticrr",494,345,738
"Tie1",2,0,5
"Tifa",1,5,8
"Tifab",0,0,0
"Tigar",338,189,320
"Tigd2",141,179,187
"Tigd3",5,5,10
"Tigd4",0,3,0
"Tigd5",13,23,22
"Tigit",0,0,0
"Timd2",3,4,7
"Timd4",0,0,0
"Timeless",888,687,887
"Timm10",723,481,1048
"Timm13",1739,1375,2380
"Timm17a",1123,645,1580
"Timm17b",547,569,789
"Timm21",395,318,529
"Timm22",530,414,713
"Timm44",613,388,640
"Timm8a1",329,160,418
"Timm8a2",0,2,0
"Timm8b",1067,842,1822
"Timmdc1",256,151,322
"Timp1",77,67,96
"Timp2",162,146,132
"Timp3",203,263,284
"Timp4",4,3,6
"Tinag",0,0,0
"Tinagl1",151,54,116
"Tinf2",459,395,606
"Tiparp",460,401,717
"Tipin",888,618,1309
"Tiprl",467,377,783
"Tirap",200,157,175
"Tjap1",449,343,435
"Tjp1",1064,756,1358
"Tjp3",41,32,32
"Tk1",432,237,468
"Tk2",102,113,99
"Tkfc",98,106,171
"Tktl1",0,1,1
"Tktl2",0,0,0
"Tlcd2",38,39,50
"Tldc1",6,13,9
"Tldc2",0,0,0
"Tle1",291,207,438
"Tle2",1,1,2
"Tle3",1008,656,1228
"Tle4",465,327,761
"Tle6",22,21,21
"Tlk1",716,552,946
"Tlk2",1137,730,1412
"Tll1",3,2,6
"Tll2",1,1,1
"Tln1",786,577,801
"Tln2",404,481,508
"Tlr1",0,0,0
"Tlr11",0,0,0
"Tlr12",0,0,0
"Tlr13",0,1,0
"Tlr2",20,10,4
"Tlr3",6,5,4
"Tlr4",1,2,1
"Tlr5",2,2,0
"Tlr6",0,0,0
"Tlr7",0,0,0
"Tlr8",0,0,0
"Tlr9",0,0,0
"Tlx1",1,2,0
"Tlx2",11,8,1
"Tlx3",4,0,3
"Tm2d2",471,357,716
"Tm2d3",292,265,452
"Tm4sf1",0,0,0
"Tm4sf19",0,0,0
"Tm4sf20",0,0,0
"Tm4sf4",0,0,0
"Tm4sf5",10,17,21
"Tm6sf1",46,24,45
"Tm6sf2",8,5,7
"Tm7sf2;Vps51",289,230,385
"Tm7sf3",133,129,104
"Tm9sf1",219,152,305
"Tm9sf2",813,668,1251
"Tm9sf3",1084,883,1308
"Tm9sf4",407,403,473
"Tma16",257,237,319
"Tmbim1",198,134,164
"Tmbim6",2098,1535,2669
"Tmbim7",0,0,0
"Tmc1",0,0,0
"Tmc2",1,0,1
"Tmc3",3,1,2
"Tmc5",3,5,0
"Tmc6",109,91,89
"Tmc7",112,101,132
"Tmc8",13,17,9
"Tmcc2",58,60,54
"Tmcc3",251,80,215
"Tmco1",883,945,1210
"Tmco2",0,0,0
"Tmco3",78,64,110
"Tmco4",34,45,32
"Tmco5",0,0,0
"Tmco5b",0,1,0
"Tmco6",37,43,32
"Tmed1",548,468,680
"Tmed10",1110,868,1386
"Tmed11",0,0,0
"Tmed2",674,503,975
"Tmed3",86,114,119
"Tmed4",207,196,293
"Tmed5",536,452,802
"Tmed6",1,3,1
"Tmed7",1025,789,1736
"Tmed8",114,70,129
"Tmed9",1178,858,1446
"Tmeff1",796,523,1376
"Tmem100",20,20,30
"Tmem101",315,268,397
"Tmem102",17,13,14
"Tmem104",26,30,51
"Tmem106a",26,13,10
"Tmem106b",200,147,261
"Tmem106c",87,88,76
"Tmem107",221,243,300
"Tmem108",45,41,60
"Tmem109",368,231,347
"Tmem11",1046,665,1628
"Tmem110",218,160,240
"Tmem114",62,19,46
"Tmem115",272,290,323
"Tmem116",4,17,10
"Tmem117",0,3,1
"Tmem119",30,32,44
"Tmem120b",53,25,62
"Tmem121",43,33,43
"Tmem123",318,256,457
"Tmem125",66,17,34
"Tmem126a",791,680,1287
"Tmem126b",71,79,99
"Tmem127",269,161,276
"Tmem128",460,368,694
"Tmem129",112,104,143
"Tmem130",25,25,25
"Tmem131",552,362,633
"Tmem132a",331,235,468
"Tmem132b",1,5,1
"Tmem132c",24,43,49
"Tmem132cos",0,0,0
"Tmem132d",0,0,1
"Tmem132e",18,16,10
"Tmem134",359,342,518
"Tmem135",106,87,156
"Tmem136",63,47,56
"Tmem139",5,8,7
"Tmem140",7,4,3
"Tmem141",54,43,80
"Tmem143",66,54,62
"Tmem144",74,74,45
"Tmem145",51,53,43
"Tmem147",732,587,964
"Tmem14a",22,45,28
"Tmem150a",91,117,126
"Tmem150b",0,0,0
"Tmem150c",7,12,12
"Tmem150cos",0,0,1
"Tmem151a",12,7,16
"Tmem151b",21,17,26
"Tmem154",12,12,5
"Tmem158",98,76,124
"Tmem159",55,68,91
"Tmem160",411,389,522
"Tmem161a",180,166,244
"Tmem161b",200,184,270
"Tmem163",7,7,8
"Tmem165",1079,652,1366
"Tmem167",1405,1306,2029
"Tmem167b",140,107,184
"Tmem168",208,125,307
"Tmem17",54,82,65
"Tmem170",59,39,63
"Tmem170b",24,17,33
"Tmem171",1,13,2
"Tmem173",4,7,2
"Tmem174",1,0,1
"Tmem175",96,141,61
"Tmem176a",36,56,33
"Tmem176b",49,86,72
"Tmem177",99,113,76
"Tmem178",17,8,9
"Tmem178b",0,0,0
"Tmem179",4,6,3
"Tmem18",157,116,137
"Tmem180",63,75,85
"Tmem181a",164,100,198
"Tmem181a;Tmem181b-ps",63,17,41
"Tmem182",0,0,0
"Tmem183a",1158,859,1550
"Tmem184a",25,18,30
"Tmem184b",78,42,127
"Tmem185b",102,95,121
"Tmem186",177,132,168
"Tmem19",128,138,174
"Tmem190",1,4,0
"Tmem191c",11,15,6
"Tmem192",230,183,238
"Tmem194b",90,90,85
"Tmem196",0,0,1
"Tmem198",3,0,0
"Tmem198b",144,136,178
"Tmem199",174,114,259
"Tmem200a",51,29,88
"Tmem200b",0,1,0
"Tmem200c",16,23,17
"Tmem201",374,226,436
"Tmem202",1,0,0
"Tmem203",51,87,53
"Tmem204",0,3,0
"Tmem205",113,240,137
"Tmem206",45,42,57
"Tmem207",0,0,0
"Tmem208",524,422,720
"Tmem210",0,0,0
"Tmem211",1,1,0
"Tmem212",1,1,0
