"","BMP4_1ug","BMP4_2ug","NTC"
"Glra4",0,0,0
"Glrb",4,12,11
"Glrp1",0,1,0
"Glrx3",2291,1623,3640
"Gls",407,286,687
"Gls2",119,64,109
"Glt1d1",37,43,35
"Glt6d1",0,0,0
"Glt8d1",103,124,145
"Glt8d2",0,0,1
"Gltp",616,425,752
"Gltpd2",2,4,4
"Gltscr1",8,5,11
"Gltscr1l",121,165,127
"Gltscr2",1417,1156,1761
"Glud1",1598,1126,2250
"Glyat",0,0,0
"Glyatl3",0,0,0
"Glycam1",0,0,0
"Glyctk",9,20,12
"Glyr1",1000,891,1354
"Gmcl1",159,129,219
"Gmds",55,61,92
"Gmeb1",331,231,450
"Gmeb2",219,165,296
"Gmfb",1171,778,1646
"Gmfg",108,100,159
"Gmip",64,53,42
"Gml",0,0,0
"Gml2",0,0,0
"Gmnc",4,2,4
"Gmnn",1551,1100,2467
"Gmppa",212,207,214
"Gmppb",163,180,134
"Gmpr",30,31,31
"Gmpr2",224,205,345
"Gna11",645,448,792
"Gna12",2,5,5
"Gna13",737,554,1099
"Gna14",83,88,111
"Gna15",12,7,19
"Gnai1",236,170,300
"Gnai2",3774,3381,4898
"Gnai3",1724,1301,2731
"Gnal",16,16,20
"Gnao1",64,54,81
"Gnaq",414,265,544
"Gnas",8837,7808,13832
"Gnat1",0,6,1
"Gnat2",14,37,23
"Gnat3",1,0,0
"Gnaz",57,34,101
"Gnb1",3770,2714,4902
"Gnb1l",99,66,114
"Gnb3",0,3,0
"Gnb4",184,185,193
"Gnb5",24,43,54
"Gne",70,72,80
"Gng10",374,390,576
"Gng11",27,47,42
"Gng12",368,218,351
"Gng13",3,8,14
"Gng2",561,479,809
"Gng3",483,581,646
"Gng4",1,6,2
"Gng7",9,6,19
"Gng8",5,5,5
"Gngt1",0,1,0
"Gngt2",32,44,42
"Gnl1",562,415,524
"Gnl2",1278,831,1573
"Gnl3",3415,2039,5370
"Gnl3l",661,426,850
"Gnmt",9,7,19
"Gnpda1",22,12,14
"Gnpda2",125,76,195
"Gnpnat1",334,219,499
"Gnptab",278,202,286
"Gnrh1",12,1,9
"Gnrhr",0,0,0
"Golga1",107,52,87
"Golga2",113,65,131
"Golga3",184,134,212
"Golga4",686,478,725
"Golga5",232,191,296
"Golga7",252,149,386
"Golga7b",0,0,2
"Golim4",212,234,247
"Golm1",987,774,1139
"Golph3",596,393,1009
"Golph3l",187,156,278
"Golt1a;Kiss1",2,3,2
"Golt1b",773,538,1011
"Gopc",344,211,460
"Gorab",112,151,166
"Gorasp1",199,163,232
"Gorasp2",1253,893,1604
"Gosr2",258,192,344
"Got1",1085,758,1353
"Got1l1",4,10,6
"Got2",1404,1096,1746
"Gp1ba",0,3,3
"Gp1bb;Sept5",47,36,30
"Gp2",0,0,0
"Gp5",1,0,1
"Gp6",0,0,0
"Gp9",0,0,0
"Gpa33",4,7,0
"Gpaa1",413,363,528
"Gpalpp1",366,286,452
"Gpam",7,9,11
"Gpank1",215,203,305
"Gpat2",3,3,2
"Gpat4",748,559,857
"Gpatch1",269,198,248
"Gpatch11",149,167,187
"Gpatch2",200,160,239
"Gpatch2l",97,55,114
"Gpatch3",117,62,147
"Gpatch4",732,466,795
"Gpatch8",812,400,1006
"Gpbar1",1,1,2
"Gpbp1l1",285,199,398
"Gpc1",380,315,441
"Gpc2",48,61,63
"Gpc3",1700,2348,2339
"Gpc4",134,146,261
"Gpc5",1,1,3
"Gpc6",91,126,214
"Gpd1",7,5,9
"Gpd1l",120,78,181
"Gpd2",742,592,803
"Gper1",0,0,0
"Gpha2",0,2,4
"Gphb5",0,0,0
"Gphn",100,71,118
"Gpihbp1",0,0,1
"Gpkow",138,93,220
"Gpld1",3,3,2
"Gpm6a",2,4,7
"Gpm6b",18,22,50
"Gpn1",547,463,789
"Gpn2",196,148,266
"Gpn3",393,272,584
"Gpnmb",1,5,0
"Gpr1",5,5,2
"Gpr101",2,0,6
"Gpr108",130,125,148
"Gpr119",0,0,0
"Gpr12",0,0,0
"Gpr132",0,1,0
"Gpr135",0,2,1
"Gpr137",61,72,63
"Gpr137b",70,61,64
"Gpr137b-ps",65,63,73
"Gpr137c",3,5,1
"Gpr139",0,0,0
"Gpr141",0,0,0
"Gpr142",0,0,0
"Gpr143",0,1,1
"Gpr146",12,8,8
"Gpr149",0,0,0
"Gpr15",0,0,0
"Gpr150",3,14,7
"Gpr151",0,0,0
"Gpr152",0,0,0
"Gpr153",16,12,15
"Gpr155",15,10,29
"Gpr156",2,7,2
"Gpr157",14,10,14
"Gpr158",0,0,0
"Gpr160",25,57,13
"Gpr161",45,50,67
"Gpr162",20,7,15
"Gpr165",0,1,3
"Gpr17",0,0,0
"Gpr171",0,0,0
"Gpr173",28,16,52
"Gpr174",0,0,0
"Gpr176",0,1,1
"Gpr179",6,5,5
"Gpr18",0,0,0
"Gpr180",311,246,370
"Gpr182",0,1,0
"Gpr183",0,0,0
"Gpr19",142,173,179
"Gpr20",6,5,1
"Gpr21",0,1,2
"Gpr22",0,0,0
"Gpr25",2,2,0
"Gpr26",1,2,3
"Gpr27",2,1,1
"Gpr3",2,3,2
"Gpr31b",0,0,0
"Gpr33",0,0,0
"Gpr34",0,0,0
"Gpr35",5,8,1
"Gpr37",0,0,2
"Gpr37l1",1,1,0
"Gpr39",3,3,3
"Gpr4",34,25,58
"Gpr45",19,26,20
"Gpr50",25,33,35
"Gpr52",0,0,0
"Gpr55",0,0,1
"Gpr6",0,0,0
"Gpr61",0,0,0
"Gpr62",7,14,5
"Gpr63",1,2,1
"Gpr65",1,0,0
"Gpr68",6,14,4
"Gpr75",5,3,4
"Gpr82",0,0,0
"Gpr83",1,0,4
"Gpr84",0,0,0
"Gpr85",41,41,61
"Gpr87",0,0,0
"Gpr88",1,1,0
"Gpr89",281,231,288
"Gprc5b",74,74,73
"Gprc5c",270,267,238
"Gprc5d",0,1,1
"Gprc6a",0,0,0
"Gprin1",22,21,41
"Gprin2",0,0,0
"Gprin3",1,0,0
"Gps2",443,333,566
"Gpsm1",179,134,326
"Gpsm2",219,137,277
"Gpsm3",64,87,73
"Gpt",33,37,35
"Gpt2",515,302,519
"Gpx2",23,39,45
"Gpx2-ps1",10,6,12
"Gpx3",431,384,498
"Gpx4",329,357,544
"Gpx5",0,1,2
"Gpx6",2,1,0
"Gpx7",147,181,187
"Gpx8",235,213,316
"Gramd1a",186,90,208
"Gramd1b",57,67,71
"Gramd1c",4,9,9
"Gramd2",4,1,4
"Gramd3",175,98,183
"Gramd4",55,29,57
"Grap",0,7,9
"Grasp",64,41,79
"Grb14",161,131,204
"Grb2",965,576,1079
"Grb7",390,315,439
"Greb1",552,543,751
"Greb1l",299,349,360
"Grem2",29,12,24
"Grhl1",33,38,32
"Grhl2",171,106,166
"Grhl3",54,18,48
"Grhpr",738,614,984
"Gria1",3,2,2
"Gria2",0,0,1
"Gria3",22,30,29
"Gria4",20,23,26
"Grid1",2,3,3
"Grid2",0,1,0
"Grid2ip",2,0,1
"Grifin",0,0,0
"Grik1",1,3,1
"Grik2",1,1,1
"Grik3",107,96,144
"Grik4",3,2,7
"Grik5",96,89,123
"Grin1",1,6,2
"Grin1os",0,0,0
"Grin2b",6,9,8
"Grin2c",28,28,20
"Grin2d",1,0,2
"Grin3a",6,12,7
"Grin3b",0,0,1
"Grip1",74,62,124
"Grip1os1",0,0,0
"Grip1os2",0,0,0
"Grip2",7,8,5
"Gripap1",109,86,118
"Grk1",0,1,1
"Grk4",7,6,4
"Grk5",31,23,52
"Grm1",0,0,0
"Grm2",3,1,0
"Grm3",0,2,0
"Grm4",2,7,8
"Grm5",1,5,0
"Grm6",3,1,2
"Grm7",0,0,0
"Grn",469,394,596
"Grp",9,10,18
"Grpel1",1352,1034,1913
"Grpel2",259,142,387
"Grpr",1,0,0
"Grrp1",367,214,428
"Grsf1",1383,1221,2021
"Grtp1",79,78,110
"Grwd1",677,440,941
"Grxcr1",0,0,0
"Grxcr2",0,0,0
"Gsap",3,8,5
"Gsc",41,37,209
"Gsc2",4,0,0
"Gsdma",3,1,0
"Gsdma2",0,0,0
"Gsdma3",0,0,0
"Gsdmc3",0,0,0
"Gsdmc;Gsdmc2;Gsdmc4",0,0,0
"Gsdmcl-ps",0,0,0
"Gsdmcl1",0,0,0
"Gsdmcl2",0,0,0
"Gsdmd",4,4,1
"Gsg1",0,0,0
"Gsg1l",0,0,0
"Gsg2",171,115,195
"Gsk3a",689,474,842
"Gsk3b",1009,790,1305
"Gskip",143,70,224
"Gsn",255,95,154
"Gspt1",3970,3050,5018
"Gsr",553,414,757
"Gss",162,144,182
"Gsta2",0,0,0
"Gsta3",0,2,3
"Gsta4",910,883,1468
"Gstcd",126,94,126
"Gstk1",108,121,215
"Gstm1",198,201,330
"Gstm2",28,22,52
"Gstm3",6,9,15
"Gstm4",52,38,50
"Gstm5",306,341,492
"Gstm6",7,16,1
"Gstm7",20,25,47
"Gsto2",2,14,6
"Gstp1",379,207,631
"Gstp2",6,1,3
"Gstt1",24,35,47
"Gstt2",92,131,115
"Gstt3",40,61,79
"Gstt4",0,0,0
"Gstz1",76,119,95
"Gsx1",1,2,1
"Gsx2",0,1,4
"Gt(ROSA)26Sor",148,131,259
"Gtdc1",112,62,162
"Gtf2a1",461,430,510
"Gtf2a1l",1,8,5
"Gtf2a2",905,803,1473
"Gtf2b",464,352,952
"Gtf2e1",359,338,412
"Gtf2e2",794,600,1180
"Gtf2f1",818,538,900
"Gtf2h1",1058,615,1200
"Gtf2h2",379,288,524
"Gtf2h3",790,616,1044
"Gtf2h4",323,293,387
"Gtf2h5",1255,1068,1831
"Gtf2i",1830,1544,2499
"Gtf2ird1",390,253,595
"Gtf2ird2",38,55,48
"Gtf3a",582,495,763
"Gtf3c1",377,367,508
"Gtf3c2;Mpv17",1304,847,1626
"Gtf3c3",537,461,746
"Gtf3c4",344,209,538
"Gtf3c5",413,377,530
"Gtf3c6",808,703,1017
"Gtpbp1",335,318,483
"Gtpbp10",220,191,301
"Gtpbp2",85,50,127
"Gtpbp3",214,125,238
"Gtpbp4",2620,1921,3334
"Gtpbp6",192,135,240
"Gtpbp8",85,82,94
"Gtse1",361,198,583
"Gtsf1",0,0,0
"Gtsf1l",51,23,49
"Guca1a",0,6,8
"Guca1b",1,3,3
"Guca2a",0,1,0
"Guca2b",0,0,0
"Gucd1",161,153,176
"Gucy1a2",31,41,67
"Gucy1b2",0,0,0
"Gucy1b3",34,45,42
"Gucy2c",3,1,3
"Gucy2d",0,0,0
"Gucy2e",2,4,0
"Gucy2f",0,2,0
"Gucy2g",0,0,0
"Guf1",275,234,280
"Guk1",1018,883,1210
"Gulo",23,12,13
"Gulp1",50,80,91
"Gusb",318,331,445
"Gxylt1",463,255,602
"Gxylt2",7,10,9
"Gyg",323,263,429
"Gykl1",0,0,0
"Gyltl1b",90,65,81
"Gypa",0,0,0
"Gypc",25,24,24
"Gys1",286,200,237
"Gys2",0,0,0
"Gzf1",310,253,428
"Gzma",0,0,0
"Gzmb",0,0,0
"Gzmc;Gzmf",0,2,2
"Gzmd;Gzme",0,0,0
"Gzmg",0,0,0
"Gzmk",0,0,0
"Gzmm",13,20,17
"Gzmn",0,0,0
"H1f0",1162,1999,1186
"H1fnt",1,0,0
"H1foo",1,0,0
"H1fx",560,922,812
"H2-Aa",0,1,4
"H2-Ab1;H2-Eb1",12,15,25
"H2-Bl",24,36,18
"H2-D1;H2-L;H2-Q1",205,159,284
"H2-DMa",24,20,21
"H2-DMb1;H2-DMb2",4,15,13
"H2-Ea-ps",0,0,0
"H2-Eb2",2,4,2
"H2-K1",127,157,248
"H2-K2",4,6,12
"H2-M1",0,0,0
"H2-M10.1",0,0,0
"H2-M10.2",0,0,0
"H2-M10.3",0,0,0
"H2-M10.4",0,0,1
"H2-M10.5",0,0,0
"H2-M10.6",0,0,0
"H2-M11",0,0,0
"H2-M2",1,0,0
"H2-M3",9,10,15
"H2-M5",0,1,0
"H2-M9",0,0,0
"H2-Oa",8,15,18
"H2-Ob",1,0,0
"H2-Q10",7,6,6
"H2-Q2",0,1,0
"H2-Q4",7,2,4
"H2-Q5",0,0,0
"H2-T10;H2-T22;H2-T9",62,40,55
"H2-T24",0,0,0
"H2-T3",1,0,0
"H2afb1",0,0,0
"H2afb2",0,0,0
"H2afb3",0,0,0
"H2afj",546,761,746
"H2afv",1739,1821,2999
"H2afx",2477,2681,3568
"H2afy",1078,1033,1317
"H2afy2",535,623,758
"H2afy3",0,1,1
"H2bfm",0,1,0
"H3f3a",2604,2750,5976
"H60b;Raet1a;Raet1c;Raet1d;Raet1e",71,160,98
"H60c",1,4,1
"H6pd",24,38,17
"HV970106",0,0,0
"HW340515",0,0,0
"HW340517",0,0,0
"HW340519",0,0,0
"HW340521",0,0,0
"Haao",2,3,1
"Habp2",7,3,11
"Habp4",60,39,65
"Hacd1",334,282,522
"Hacd2",516,303,744
"Hacd3",350,285,477
"Hacd4",3,7,9
"Hace1",129,112,245
"Hacl1",25,31,52
"Hadha",621,559,685
"Hadhb",223,187,346
"Hagh",211,158,293
"Haghl",64,54,83
"Haglr",48,49,21
"Hal",1,2,1
"Halr1",3,4,4
"Hamp",0,0,0
"Hamp2",0,0,0
"Hand1",3331,2003,2671
"Hand2",172,166,221
"Hao1",0,0,0
"Hao2",0,1,0
"Hap1",47,33,40
"Hapln1",46,33,47
"Hapln2",1,1,0
"Hapln3",20,24,21
"Hapln4",20,18,25
"Harbi1",175,174,140
"Hars",1146,878,1542
"Hars2",217,154,262
"Has1",0,1,0
"Has2",332,195,469
"Has2os",9,7,2
"Has3",12,9,10
"Hat1",2879,1999,4208
"Haus1",410,396,690
"Haus2",607,491,853
"Haus3;Poln",489,363,796
"Haus4",210,202,234
"Haus5;Rbm42",1588,1344,1955
"Haus6",354,262,481
"Haus7",244,256,361
"Haus8",315,245,312
"Havcr1",0,0,0
"Havcr2",4,1,0
"Hax1",109,88,187
"Hba-a2",55,7,15
"Hba-x",7,1,23
"Hbb-bh1",9,0,25
"Hbb-bh2",0,0,0
"Hbb-bs",45,6,25
"Hbb-y",6,5,19
"Hbegf",142,95,102
"Hbq1a",0,1,0
"Hbq1b",0,1,0
"Hbs1l",901,726,1257
"Hc",0,2,1
"Hcar1",1,1,0
"Hcar2",0,0,0
"Hccs",294,181,477
"Hcfc1",1406,905,2013
"Hcfc1r1",468,416,684
"Hcfc2",42,20,47
"Hck",2,4,4
"Hcls1",9,1,1
"Hcn1",11,3,6
"Hcn2",6,13,15
"Hcn4",4,3,4
"Hcrt",0,0,0
"Hcrtr1",4,0,0
"Hcrtr2",0,1,0
"Hcst",1,2,0
"Hdac1",660,403,886
"Hdac10",65,69,101
"Hdac11",49,44,68
"Hdac2",1580,1479,2438
"Hdac3",196,173,307
"Hdac4",199,133,290
"Hdac7",158,112,163
"Hdac8",49,25,74
"Hdac9",10,6,19
"Hdc",5,9,5
"Hddc2",449,419,695
"Hddc3",86,102,83
"Hdgfl1",0,1,0
"Hdgfrp2",734,503,962
"Hdgfrp3",540,662,534
"Hdhd1a",0,0,0
"Hdhd2",312,213,319
"Hdhd3",8,6,10
"Hdlbp",3334,2533,3960
"Hdx",35,25,55
"Heatr5b",115,116,164
"Heatr6",293,251,297
"Heatr9",0,0,0
"Hebp1",72,82,103
"Hebp2",123,149,165
"Heca",68,55,117
"Hectd1",1162,889,1329
"Hectd2",38,55,49
"Hectd3",91,84,111
"Hecw1",11,9,7
"Hecw2",24,34,64
"Heg1",26,24,32
"Helb",124,86,146
"Helq",159,122,184
"Helt",3,2,2
"Helz2",55,47,58
"Hemgn",0,0,0
"Hemk1",165,176,159
"Henmt1",6,10,2
"Hepacam",1,0,0
"Hepacam2",0,5,1
"Heph",62,59,88
"Hephl1",0,0,1
"Herc1",625,391,677
"Herc2",377,314,446
"Herc4",502,337,702
"Hes1",574,625,731
"Hes2",1,4,1
"Hes3",0,18,2
"Hes5",17,10,11
"Hes6",171,162,189
"Hes7",29,27,29
"Hesx1",64,44,95
"Hexa",326,354,338
"Hexb",122,91,140
"Hexdc",66,39,55
"Hexim1",314,113,491
"Hexim2",59,62,36
"Hey1",214,159,301
"Hey2",16,18,48
"Heyl",2,3,3
"Hfe",5,2,4
"Hfe2",6,15,13
"Hfm1",6,17,3
"Hgd",1,0,0
"Hgf",1,7,7
"Hgfac",0,3,2
"Hgh1",384,263,478
"Hgs",362,306,429
"Hgsnat",83,93,120
"Hhat",14,8,17
"Hhatl",0,0,1
"Hhex",70,65,215
"Hhip",42,21,45
"Hhipl1",1,3,0
"Hhipl2",0,0,1
"Hhla1",0,0,0
"Hibch",167,98,219
"Hic1",28,23,16
"Hic2",784,486,871
"Hid1",14,5,6
"Hif1an",239,177,304
"Hif3a",83,77,78
"Higd1a",694,525,1179
"Higd1b",0,0,0
"Higd2a",918,1023,1756
"Hilpda",277,195,311
"Hils1",1,1,0
"Hint1",4222,4234,6159
"Hint2",192,214,271
"Hint3",90,74,108
"Hipk1",593,375,852
"Hipk2",118,73,126
"Hipk4",6,0,13
"Hira",412,269,550
"Hirip3",674,564,994
"Hist1h1t",7,12,5
"Hist1h2aa",19,12,24
"Hist1h2ab",78,95,99
"Hist1h2ai",20,48,44
"Hist1h2al",8,6,11
"Hist1h2an",108,103,174
"Hist1h2ba",7,4,2
"Hist1h2bb",37,45,38
"Hist1h2bc",294,561,438
"Hist1h2be",23,28,20
"Hist1h2bf",14,21,8
"Hist1h2bg",31,36,51
"Hist1h2bh",12,14,11
"Hist1h2bj",63,83,90
"Hist1h2bk",30,45,52
"Hist1h2bl",16,30,19
"Hist1h2bm",42,38,37
"Hist1h2bn",15,28,14
"Hist1h2bp",22,22,12
"Hist1h2br",1,0,1
"Hist1h3a",35,61,37
"Hist1h3b",32,34,47
"Hist1h3c",66,88,155
"Hist1h3e",34,83,49
"Hist1h3f",6,16,18
"Hist1h3g",32,46,50
"Hist1h3h",14,26,20
"Hist1h3i",17,35,31
"Hist1h4a",22,20,15
"Hist1h4b",12,43,29
"Hist1h4c",14,38,24
"Hist1h4d",342,566,789
"Hist1h4f",12,29,25
"Hist1h4h",20,18,27
"Hist1h4i",100,139,221
"Hist1h4j",9,12,13
"Hist1h4k",9,21,10
"Hist1h4m",0,0,0
"Hist1h4n",31,50,28
"Hist2h2aa2",3,5,8
"Hist2h2ab",1,14,8
"Hist2h2ac",77,101,82
"Hist2h2bb",115,77,73
"Hist2h2be",37,68,52
"Hist2h3b",7,13,11
"Hist2h3c1",1,7,11
"Hist2h4",3,5,6
"Hist3h2a;Trim17",220,231,441
"Hist3h2ba",156,120,152
"Hist3h2bb-ps",17,1,5
"Hist4h4",12,24,23
"Hivep1",119,105,114
"Hivep2",49,55,57
"Hk1",166,109,146
"Hk1os",5,3,5
"Hk2",901,665,1084
"Hk3",1,1,1
"Hkdc1",9,9,13
"Hlcs",90,89,129
"Hlf",40,31,52
"Hltf",415,298,516
"Hlx",21,24,42
"Hmbs",365,249,450
"Hmces",378,268,593
"Hmcn1",17,36,21
"Hmcn2",1,4,0
"Hmg20b",470,351,444
"Hmga2",3462,3409,4541
"Hmga2-ps1",23,27,17
"Hmgb1-rs17",1,4,3
"Hmgb2",3203,2755,5673
"Hmgb3",938,1037,1370
"Hmgb4",0,0,0
"Hmgb4os",0,0,0
"Hmgcl",298,219,356
"Hmgcll1",22,31,49
"Hmgcr",556,407,738
"Hmgcs2",3,3,5
"Hmgn1",8517,7184,12198
"Hmgn3",135,216,184
"Hmgn5",1077,703,1157
"Hmgxb3",375,176,479
"Hmgxb4",671,502,748
"Hmha1",161,233,150
"Hmox2",493,377,675
"Hmx1",5,4,4
"Hmx2",0,1,0
"Hmx3",1,0,0
"Hn1",1454,1290,2125
"Hn1l",772,564,1013
"Hnf1a",5,4,4
"Hnf1b",59,56,60
"Hnf4a",64,48,77
"Hnf4aos",0,0,0
"Hnf4g",0,0,0
"Hnmt",3,5,2
"Hnrnpa0",4573,3425,6685
"Hnrnpa1l2",15,5,10
"Hnrnpa2b1",12088,9959,17706
"Hnrnpab",13535,9394,19347
"Hnrnpc",6881,6132,10273
"Hnrnpd",3696,2453,4934
"Hnrnpdl",4186,2876,6054
"Hnrnph1",4547,4129,6211
"Hnrnph2",177,152,242
"Hnrnpk",7041,5594,10617
"Hnrnpl",2766,2029,4142
"Hnrnpm",4284,3549,5637
"Hnrnpr",1075,727,1417
"Hnrnpul1",186,180,174
"Hnrnpul2",921,755,1170
"Hoga1",13,12,14
"Homer1",370,270,489
"Homer2",264,168,255
"Homer3",92,83,105
"Homez",121,105,163
"Hook2",181,111,160
"Hopx",175,99,124
"Hormad1",0,1,1
"Hormad2",7,8,11
"Hotair",0,0,0
"Hotairm1;KR231010",70,110,61
"Hottip",0,0,0
"Hoxa1",147,330,114
"Hoxa10",6,8,8
"Hoxa11",9,5,2
"Hoxa11os",1,4,3
"Hoxa13",1,0,0
"Hoxa2",16,62,10
"Hoxa3",6,47,6
"Hoxa4",0,1,2
"Hoxa5",2,1,0
"Hoxa6",0,0,0
"Hoxa7",0,5,0
"Hoxa9",1,0,0
"Hoxaas2",0,10,1
"Hoxb1",465,786,280
"Hoxb13",3,0,0
"Hoxb2",254,362,122
"Hoxb3",28,40,24
"Hoxb4",20,15,21
"Hoxb5",15,20,10
"Hoxb5os",0,1,1
"Hoxb6",25,36,40
"Hoxb7",5,10,6
"Hoxb8",3,8,1
"Hoxb9",10,12,14
"Hoxc10",0,2,0
"Hoxc11",0,0,0
"Hoxc12",0,0,0
"Hoxc13",3,5,3
"Hoxc4",2,3,2
"Hoxc5",3,4,1
"Hoxc6",1,0,1
"Hoxc8",2,2,2
"Hoxc9",3,6,2
"Hoxd1",11,20,16
"Hoxd10",1,3,8
"Hoxd11",4,4,2
"Hoxd12",0,0,0
"Hoxd13",40,24,39
"Hoxd3;Hoxd4",2,3,4
"Hoxd3os1",0,0,1
"Hoxd8",9,7,8
"Hoxd9",11,7,13
"Hp",0,0,0
"Hp1bp3",306,328,505
"Hpca",16,16,23
"Hpcal4",13,12,6
"Hpd",0,1,0
"Hpdl",71,50,64
"Hpgd",8,2,2
"Hpgds",0,1,1
"Hpn",57,47,78
"Hprt",1749,1355,2914
"Hps1",149,168,171
"Hps3",115,64,123
"Hps5",98,56,91
"Hps6",63,46,84
"Hpse",24,42,15
"Hpse2",0,0,0
"Hpx",10,11,9
"Hr",12,4,8
"Hras",813,609,1119
"Hrasls",28,42,37
"Hrasls5",0,2,0
"Hrc",8,9,3
"Hrct1",6,1,5
"Hrg",0,1,0
"Hrh1",10,1,13
"Hrh2",0,0,0
"Hrh3",9,17,15
"Hrh4",0,0,0
"Hrk",158,82,110
"Hrnr",1,0,0
"Hs1bp3",199,179,203
"Hs3st1",22,15,26
"Hs3st2",1,0,1
"Hs3st3a1",5,14,17
"Hs3st3b1",299,258,375
"Hs3st4",0,0,0
"Hs3st5",2,1,1
"Hs3st6",5,4,10
"Hs6st1",262,163,336
"Hs6st2",162,189,239
"Hs6st3",1,0,0
"Hsbp1",919,682,1431
"Hsbp1l1",15,13,5
"Hscb",96,117,127
"Hsd11b1",0,1,0
"Hsd11b2",186,348,205
"Hsd17b1",12,4,4
"Hsd17b10",890,853,1522
"Hsd17b11",95,124,173
"Hsd17b12",919,657,1033
"Hsd17b14",12,2,2
"Hsd17b2",59,25,29
"Hsd17b3",0,0,0
"Hsd17b4",420,335,546
"Hsd17b6",0,0,0
"Hsd17b7",145,124,176
"Hsd3b1",0,1,0
"Hsd3b2",0,0,0
"Hsd3b3",0,0,0
"Hsd3b5",0,0,0
"Hsd3b6",1,3,0
"Hsd3b7;Setd1a",499,307,669
"Hsdl1",183,118,171
"Hsdl2",98,84,170
"Hsf2",309,255,427
"Hsf2bp",11,11,19
"Hsf3",0,1,2
"Hsf4",1,3,0
"Hsf5",8,8,6
"Hsfy2",0,0,0
"Hsh2d",0,0,2
"Hspa12b",26,11,14
"Hspa13",312,241,505
"Hspa14",1782,1603,2107
"Hspa1b",32,22,2233
"Hspa1l",0,3,7
"Hspa2",18,17,40
"Hspa4l",69,44,90
"Hspa9",4996,3322,6369
"Hspb11",255,272,346
"Hspb2",6,6,8
"Hspb3",0,0,0
"Hspb6",30,36,29
"Hspb7",0,0,0
"Hspb9",1,4,1
"Hspbap1",473,243,563
"Hspbp1",624,502,876
"Hspd1",6655,5159,8394
"Hsph1",2618,1836,4419
"Htatip2",80,67,37
"Htatsf1",1053,840,1203
"Htr1a",1,0,2
"Htr1b",1,0,2
"Htr1d",5,5,10
"Htr1f",1,0,0
"Htr2a",1,1,0
"Htr2b",0,0,0
"Htr2c",0,0,0
"Htr3a",17,9,20
"Htr3b",0,1,0
"Htr4",0,0,0
"Htr5a",0,0,2
"Htr5b",12,7,9
"Htr6",4,1,2
"Htr7",9,6,20
"Htra1",439,118,297
"Htra2",406,332,475
"Htra3",3,4,3
"Htra4",1,0,2
"Htt",194,182,237
"Hunk",369,291,570
"Hus1b",0,0,1
"Hvcn1",116,66,91
"Hyal1;Hyal3;Nat6",118,89,170
"Hyal2",311,190,433
"Hyal4",0,0,0
"Hyal5",1,0,0
"Hyal6",0,0,0
"Hydin",2,4,2
"Hyi",21,24,43
"Hykk",35,28,33
"Hyls1",50,49,55
"Hyou1",461,347,504
"Hypk",2334,2148,3919
"Hypm",0,1,1
"Iah1",288,247,432
"Iapp",0,0,9
"Iars",2045,1342,2855
"Iars2",451,354,518
"Iba57",48,31,56
"Ibsp",0,1,0
"Ibtk",661,467,782
"Ica1",33,30,54
"Ica1l",7,14,6
"Icam1",30,25,36
"Icam2",0,0,0
"Icam4",12,9,7
"Icam5",4,0,1
"Ice1",599,370,705
"Ick",303,323,377
"Icmt",225,124,296
"Icos",2,1,1
"Icosl",51,20,39
"Ict1",675,612,920
"Id1",1679,1797,2031
"Id2",1814,853,2567
"Id3",3598,3144,5151
"Id4",53,35,94
"Ide",643,462,807
"Idh1",281,245,414
"Idh2",1051,813,1407
"Idh3a",1167,750,1733
"Idh3b",1102,836,1394
"Idh3g",1352,1259,1756
"Idi1",7,7,14
"Idi2",0,0,0
"Idnk",183,186,257
"Ido1",0,2,1
"Ido2",11,5,6
"Ids",48,36,55
"Idua",9,21,10
"Ier3",135,35,77
"Ier3ip1",1128,895,1695
"Ier5",368,192,422
"Ier5l",173,158,158
"Iffo1",36,35,59
"Iffo2",113,59,97
"Ifi202b;Ifi205",0,0,0
"Ifi203",0,0,0
"Ifi204;Mnda",0,0,0
"Ifi27",4,9,3
"Ifi27l2a",13,12,19
"Ifi27l2b",1,6,3
"Ifi30",466,288,560
"Ifi35",33,13,19
"Ifi44",0,0,0
"Ifi44l",0,0,0
"Ifi47;Olfr56",0,0,0
"Ifih1",3,4,7
"Ifit1",0,0,0
"Ifit1bl1",0,0,0
"Ifit1bl2",0,0,1
"Ifit2",54,76,63
"Ifit3",0,0,2
"Ifit3b",1,0,0
"Ifitm1",1128,1280,2159
"Ifitm10",13,22,6
"Ifitm2",631,660,1194
"Ifitm3",55,75,130
"Ifitm5",9,3,9
"Ifitm6",0,0,0
"Ifitm7",2,6,3
"Ifltd1",0,0,1
"Ifna1",0,0,0
"Ifna11",0,0,0
"Ifna12",0,0,0
"Ifna13",0,0,0
"Ifna14",0,0,0
"Ifna15",0,0,0
"Ifna16",0,0,0
"Ifna2",0,0,0
"Ifna4",0,0,0
"Ifna5",0,0,0
"Ifna6",0,0,0
"Ifna7",0,0,0
"Ifna9",0,0,0
"Ifnab",0,0,0
"Ifnar1",289,209,362
"Ifnar2",178,156,266
"Ifnb1",0,0,0
"Ifne",0,0,0
"Ifng",0,0,0
"Ifngr1",100,118,128
"Ifnk",1,0,0
"Ifnl2",0,0,0
"Ifnl3",1,0,0
